brand_code,brand_description
4353,"Profen II (obsolete)"
4354,"Despec SR"
4355,"Alphen Expectorant"
4356,"Diabinese"
4359,"Congess Jr."
4360,"Congess SR"
4361,"ChlorproPAMIDE"
4362,"Pseudofen PD"
4363,"Panmist-S (obsolete)"
4364,"Chlorthalidone"
4365,"Chloromag"
4366,"Zefazone I.V."
4367,"Amitriptyline-Perphenazine"
4368,"Paraflex"
4369,"Chlorzoxazone"
4370,"Parafon Forte DSC"
4371,"Monistat Derm"
4372,"Relaxazone"
4375,"Monistat 3"
4376,"Monistat 5"
4377,"Cholera Vaccine"
4378,"Efasin Expectorant SF"
4379,"Enditussin Expectorant"
4380,"Questran"
4381,"Questran Light"
4382,"Trilisate"
4383,"Tricosal"
4384,"CMT"
4385,"Amoxapine"
4386,"Conex with Codeine"
4387,"Tussar-2"
4388,"Dialyvite"
4389,"Deproist with Codeine"
4390,"Vitamin B-Plex"
4391,"Therobec"
4392,"Co-Histine Expectorant"
4393,"Morplex"
4394,"Decohistine Expectorant"
4396,"B-Plex"
4397,"Formula B"
4398,"Dihistine Expectorant with Codeine"
4399,"Vitaplex"
4400,"Dihistine Expectorant"
4401,"Phenhist Expectorant"
4402,"Halotussin DAC"
4403,"Tobrasol"
4404,"Tobralcon"
4405,"Novadyne Expectorant"
4406,"Nucochem Pediatric Expectorant"
4408,"Nucochem Expectorant"
4409,"Aktob"
4410,"Nuco-Tuss Pediatric Expectorant"
4411,"Nucodine Pediatric"
4412,"Ed-Bron G"
4414,"Nebcin Pediatric"
4415,"Cycofed Expectorant"
4416,"KG-Fed Expectorant"
4417,"Mytrex"
4418,"Mycasone"
4419,"Nucodine Expectorant"
4420,"Deconsal C Expectorant"
4421,"Myco Biotic II"
4422,"N.T.A."
4423,"Mycogen II"
4424,"Xylocaine Jelly"
4426,"Guaiatussin DAC"
4427,"Myco-Triacet II"
4428,"Guiatuss DAC"
4429,"Mytussin DAC"
4430,"Tri-Statin II"
4431,"Guiatussin DAC"
4432,"Halog-E"
4433,"Cycofed Pediatric Expectorant"
4434,"KG-Fed Pediatric Expectorant"
4436,"Xylocaine Viscous"
4437,"Lidomar"
4438,"Nyst-Olone II"
4440,"Dicomal-PH"
4441,"Ocuflox"
4442,"Aerolate SR"
4443,"Floxin I.V."
4444,"KG-Fed"
4445,"Cycofed"
4446,"Nucodine"
4447,"Dextrose-Heparin Sodium"
4448,"Dipentum"
4449,"Slo-Phyllin 80"
4450,"Heparin Sodium-Sodium Chloride"
4451,"Theoclear-80"
4453,"Triacin C"
4454,"Opium"
4455,"Allerfrin with Codeine"
4456,"Orphenadrine Citrate"
4457,"Triafed & Codeine"
4458,"Trifed C"
4459,"Banflex"
4460,"Sele-Pak"
4461,"Orphenate"
4462,"Choline Magnesium Trisalicylate"
4463,"Flexoject"
4464,"Gemcor"
4465,"Ultane"
4468,"Colestid Flavored"
4469,"Orinase"
4470,"Guaibid DM"
4471,"Guaifenex DM"
4472,"Muco-Fen DM"
4473,"Guiadrine DM"
4474,"Fenex-DM"
4475,"Iobid DM"
4476,"Q-Bid DM"
4477,"Aquabid DM"
4478,"Touro DM"
4479,"Oxacillin Sodium"
4480,"Respa-DM"
4482,"Tolbutamide"
4483,"Quinaglute Dura-Tabs"
4484,"Mucobid DM"
4485,"Quin-Release"
4486,"Guaifenesin-Dextromethorphan"
4487,"Fenesin DM"
4489,"Vansil"
4490,"Gentasol"
4491,"Oxandrin"
4493,"Oxazepam"
4494,"Orinase Diagnostic"
4495,"Tolectin DS"
4497,"Ketalar"
4498,"Ergomar"
4499,"Migrapap"
4500,"Amidrine"
4501,"Oxistat"
4502,"Migratine"
4504,"Mitride"
4505,"Migquin"
4506,"Cafatine"
4507,"Duradrin"
4508,"Choledyl SA"
4509,"I.D.A."
4510,"Hydergine LC"
4511,"Midchlor"
4512,"Lactulose"
4513,"Migrex"
4514,"Alidrin"
4515,"Iso-Acetazone"
4516,"Constilac"
4517,"Paxil"
4519,"Cholac"
4520,"Duphalac"
4521,"Constulose"
4522,"Evalose"
4524,"Heptalac"
4525,"Enulose"
4526,"Ultram"
4527,"1 Plus 1 F"
4529,"Parnate"
4530,"Mellaril-S"
4531,"Urobiotic-250"
4532,"Tija"
4533,"Terramycin with Polymyxin B Sulfate"
4534,"Terak"
4535,"Hy-Phen"
4536,"Co-Gesic"
4537,"Oxytocin"
4538,"Eryped Drops"
4539,"Pavulon"
4540,"EryPed 200"
4541,"Pancuronium Bromide"
4542,"E.E.S. Granules"
4543,"Erythromycin Ethylsuccinate"
4544,"EryPed 400"
4545,"E.E.S.-200"
4549,"Hycomine Pediatric"
4550,"Pavabid Plateau"
4551,"E.E.S.-400"
4552,"Papacon"
4553,"Papaverine Hydrochloride"
4554,"Pavagen"
4555,"Hybolin Decanoate"
4556,"Rolatuss with Hydrocodone"
4557,"Statuss Green"
4558,"Pavacot"
4559,"Para-Time S. R."
4560,"Desyrel Dividose"
4561,"Durabolin 50"
4562,"Paradione"
4563,"Isolyte S"
4564,"Plasma-Lyte 148"
4565,"Plasma-Lyte A PH-7.4"
4566,"Lypholyte II"
4567,"Tracelyte II"
4568,"TPN Electrolytes III"
4569,"Hyperlyte R"
4570,"Tracelyte Double Electrolytes"
4571,"Tracelyte II Double Electrolytes"
4572,"Isolyte S PH 7.4"
4573,"Normosol-R"
4574,"Normosol-R PH 7.4"
4575,"Isolyte E"
4576,"Plasma-Lyte 56"
4577,"Omnipaque Flexipak"
4578,"Nutrilyte II"
4579,"Nutrilyte"
4581,"Quadrinal"
4582,"Triamcinolone"
4583,"Ami-rax"
4585,"Hydroxy Compound"
4586,"Kenalog-10"
4587,"Marax DF"
4588,"Theomax DF"
4589,"Hydrocortisone, Topical"
4590,"Kenalog-40"
4592,"Ephedrine SO4/Hydroxyzine HCl/Theophylline"
4593,"Atgam"
4595,"Hemorrhoidal HC"
4596,"Triamonide 40"
4597,"Triam-A"
4598,"Alumadrine"
4600,"Sinapap"
4601,"PrednisoLONE Acetate"
4602,"Kenaject-40"
4603,"PrednisoLONE Na Phosphate-Na Sulfacetamide"
4604,"Orimune"
4605,"K-Phos M.F."
4606,"K-Phos No. 2"
4607,"Loxitane C"
4608,"Loxitane IM"
4610,"Oxybutynin Chloride"
4613,"Duranest-MPF"
4614,"Didronel I.V."
4615,"K-Dur 20"
4616,"K-Dur 10"
4617,"Kaon-CL 10"
4618,"Pancrease MT 4"
4619,"Pancrease MT 16"
4621,"Protilase"
4622,"Panase"
4623,"Ku-Zyme HP"
4624,"Cotazym-S"
4625,"Creon 10"
4626,"Creon 20"
4627,"Ultrase MT 20"
4629,"Protilase MT-16"
4630,"Creon 5"
4631,"Pancrelipase SR"
4632,"Fentanyl Citrate"
4633,"Gel-Kam Dental Therapy Pak"
4634,"Omni-Med"
4635,"Pancrease"
4636,"Omni Perio-Med"
4637,"Perio Med"
4638,"Stanimax Perio Rinse"
4639,"Pancrease MT 10"
4640,"Vio-Moore"
4641,"Panokase"
4642,"Ilozyme"
4643,"Paregoric"
4644,"Precose"
4645,"Estratest H.S."
4646,"Profenal"
4647,"Vistaril IM"
4648,"Hyzine"
4649,"Vistaject-50"
4650,"Catapres-TTS-2"
4651,"Catapres-TTS-3"
4652,"Vancomycin Hydrochloride"
4653,"Anx"
4654,"Tranxene SD"
4655,"Mycelex Twin Pak"
4656,"Mycelex Troche"
4657,"Mycelex-G"
4658,"Guaifen-C"
4659,"Tussi-Organidin-S NR(obsolete)"
4660,"Tussi-Organidin NR(obsolete)"
4661,"Dantrium Intravenous"
4662,"Gani-Tuss NR"
4663,"Enduronyl Forte"
4664,"Nucofed Pediatric Expectorant"
4665,"Tussar SF"
4666,"Endal Expectorant"
4667,"Endotuss Expectorant"
4668,"Isoptin I.V."
4669,"Cyndal Expectorant"
4670,"Quendal Expectorant"
4671,"Chemdal Expectorant"
4672,"Codegest Expectorant"
4673,"Statuss"
4675,"Codeine Sulfate"
4676,"Codeine Phosphate"
4677,"Phenytoin Sodium, Prompt"
4678,"Varivax"
4679,"PBZ-SR"
4680,"Tubersol"
4681,"Tuberculin Tine Test"
4682,"Typhoid Vaccine"
4683,"Typhim VI"
4684,"Urogesic Blue"
4685,"Uro Blue"
4686,"Biotussin DAC"
4687,"Uri-Sep SC"
4688,"Urised"
4691,"Terazol 3"
4692,"Phenylhistine Expectorant"
4693,"D-pan"
4694,"Adrucil"
4695,"Humibid DM Pediatric"
4696,"Iofen-DM NF"
4697,"Fluphenazine Decanoate"
4698,"Despec (obsolete)"
4700,"Vancenase AQ"
4701,"Beconase AQ"
4702,"Sodium Chloride-Tobramycin Sulfate"
4703,"Imovax Rabies I.D. (obsolete)"
4704,"Alphanate (obsolete)"
4705,"Monoclate-P (obsolete)"
4706,"Hyate C (obsolete)"
4707,"Atropine/Benz/Hyos/Methen/Meth Blue/Phen Sal"
4708,"Uritin"
4709,"Uridon Modified"
4710,"UAA"
4711,"Atrosept"
4712,"Uretron"
4713,"Urimar T"
4714,"Uretron DS"
4715,"Dolsed"
4716,"Prosed/DS(obsolete)"
4717,"Cystemms-V"
4718,"Urapine"
4719,"Sulfabenzamide/Sulfacetamide/Sulfathiazole"
4720,"Trysul"
4721,"Gyne Sulf"
4722,"V.V.S."
4723,"Poxi"
4724,"AK-Tracin"
4726,"Ocu-Cort"
4727,"Neotricin HC"
4728,"AK-Spore HC Ophthalmic"
4729,"Chlordinium"
4730,"Ocutricin"
4731,"AK-Spore Ointment"
4732,"Poly-Citra K Crystals"
4733,"Polycitra-LC"
4734,"Bicitra"
4735,"Oracit"
4736,"Nesacaine-MPF"
4737,"Chloroprocaine Hydrochloride"
4738,"Zantac GELdose"
4739,"Zantac 300 GELdose"
4740,"Zantac EFFERdose"
4741,"Zantac 300"
4742,"Zantac 150"
4743,"Metatensin #2"
4744,"Metatensin #4"
4745,"Diuril Sodium"
4746,"Aldoclor-250"
4747,"Diupres-250"
4748,"Chlorothiazide-Reserpine"
4749,"Diupres-500"
4750,"Dextrose-Ritodrine Hydrochloride"
4751,"Chlorpheniramine Maleate"
4752,"Cheratussin DAC"
4753,"Pedituss"
4754,"Demi-Cof"
4755,"Nuco-Tuss Expectorant"
4756,"Nucochem"
4757,"Donatussin"
4758,"Prostin VR Pediatric"
4759,"Nicorette DS"
4762,"Efasin-HD Plus"
4763,"Quindal HD Plus"
4766,"Saddle Block-22"
4767,"Saddle Block-25"
4768,"Saddle Block-26"
4769,"Erythromycin Lactobionate"
4770,"Sinemet CR"
4771,"Cardec DM Drops(obsolete)"
4772,"Carbodex DM"
4773,"Tussafed"
4774,"Chemdec DM"
4775,"Sildec DM (obsolete)"
4776,"Biodec DM"
4777,"Rondamine DM"
4778,"Maldec-DM"
4779,"Carbofed-DM"
4780,"Carbodec DM"
4782,"Rondec DM (obsolete)"
4783,"Ed A-Hist"
4785,"Gamimune N 5%"
4786,"Gamimune N 10%"
4787,"Clorfed II"
4788,"Rynatan Pediatric (obsolete)"
4789,"Cydec"
4790,"CP Oral"
4791,"Palgic-DC"
4792,"Andec"
4793,"Mooredec"
4794,"Biohist-LA"
4795,"Chlorthalidone-Clonidine"
4796,"Griseofulvin, Ultramicrocrystalline"
4797,"Vibramycin Hyclate"
4798,"Dyfilin GG"
4799,"Erythromycin Base"
4800,"E.E.S.-400 Filmtab"
4801,"Carboptic"
4802,"Aceta"
4803,"Cardec (obsolete)"
4804,"Chemdec"
4805,"Carbodec"
4806,"Rondamine"
4807,"Cardec-S"
4808,"Maldec"
4809,"Palgic-D"
4810,"Andec-TR"
4811,"Potassium Bicarbonate-Potassium Citrate"
4812,"Uro-KP-Neutral"
4813,"Clindamycin Phosphate"
4814,"Excedrin"
4815,"Acephen"
4816,"Genapap"
4817,"Tacaryl"
4818,"Whitfields Ointment"
4819,"Cystex"
4820,"Benzoin"
4821,"Benzyl Benzoate"
4822,"Gentian Violet"
4823,"Glutamic Acid"
4824,"Casodex"
4825,"Bioflavonoids"
4827,"Pan C 500"
4828,"Amino-Opti-C"
4830,"Peridin-C"
4831,"Span C"
4836,"Feverall"
4839,"Ester-C Plus"
4842,"Icy Hot"
4844,"Azelex"
4846,"Arthritis Hot Pain Relief"
4848,"Muscle Rub"
4849,"Thera-Gesic Extra Strength"
4850,"Milkinol"
4851,"Agoral (obsolete)"
4852,"Kondremul Plain"
4853,"MethylPREDNISolone Acetate"
4854,"MethylPREDNISolone Sodium Succinate"
4855,"Bisacodyl"
4856,"Actifed"
4857,"Dulcogen"
4858,"Antrocol"
4861,"Dulcolax Laxative"
4862,"Corn Starch"
4863,"Metronidazole"
4864,"Allercon"
4865,"Fleet Bisacodyl"
4867,"Bisco-Lax"
4868,"Cholecalciferol"
4869,"Attapulgite"
4870,"Diasorb"
4871,"Vitamin D3"
4873,"Donnagel"
4874,"Tolnaftate"
4875,"Choline"
4876,"Bismuth Subgallate"
4877,"K-Pek(obsolete)"
4878,"Allerfrim"
4879,"Kaopectate Advanced Formula (obsolete)"
4880,"Choline Bitartrate"
4881,"Allergy Cold"
4882,"Bismuth Subnitrate"
4883,"Pedtrace-4"
4884,"Pedte-Pak-4"
4885,"Multiple Trace Element Neonatal"
4886,"P.T.E.-4"
4887,"Multiple Trace Element Pediatric"
4889,"MulTE-PAK-4"
4890,"Multiple Trace Element"
4891,"M.T.E.-4 Concentrated"
4892,"Aprodine"
4893,"Genaspor"
4894,"Genac"
4895,"Stahist(obsolete)"
4896,"Triafed"
4897,"Collyrium Fresh"
4898,"Atrohist Plus"
4900,"Phenchlor S.H.A."
4902,"Triposed"
4903,"Dri-Ear"
4904,"Ear-Dry"
4905,"Allerphed"
4906,"Triofed"
4907,"Boric Acid"
4908,"Borofax"
4910,"Psyllium"
4912,"Spec-T Sore Throat/Decongestant Lozenges"
4913,"Fiberall"
4915,"Konsyl"
4916,"Metamucil"
4917,"Bacitracin"
4918,"Natural Vegetable"
4919,"Reguloid"
4920,"Excedrin Tension Headache"
4922,"Syllact"
4923,"Modane Bulk"
4924,"V-Lax"
4925,"Kondremul with Phenolphtalein"
4926,"Agoral"
4927,"Perdiem Fiber Powder"
4928,"NP 27"
4929,"Preparation H"
4930,"Dimetane Decongestant"
4931,"Tinactin"
4932,"Tinactin Jock Itch"
4933,"Citric Acid"
4934,"Citrucel"
4935,"Ammonium Molybdate"
4937,"Unifiber"
4939,"Caffeine"
4940,"Myciguent"
4941,"Spectrocin Plus (obsolete)"
4942,"Robitussin Night Relief"
4943,"No Doz"
4944,"Niclocide"
4945,"Quick Pep"
4946,"Caffedrine"
4947,"Niacinamide"
4948,"Vivarin"
4951,"Septa"
4952,"Scot Tussin Original 5-Action"
4953,"Perdiem"
4954,"Cystagon"
4955,"Calamine"
4956,"Tylenol Cough"
4959,"Tylenol Extra Strength PM"
4960,"Calcium Carbonate and Vitamin D"
4961,"Xylose"
4963,"Pyrantel Pamoate"
4964,"Antiminth"
4965,"Fragmin"
4966,"Dialose"
4968,"Unisom with Pain Relief"
4971,"Colace"
4972,"Bayer Select Max Strength Night Time Pain"
4973,"Panadol"
4974,"Panadol Childrens"
4975,"Ting"
4976,"Panadol Jr."
4978,"Childrens Tylenol"
4979,"Pyridoxine Hydrochloride"
4980,"Genebs"
4981,"Vitelle Nestrex"
4982,"Neopap Supprettes"
4984,"Tempra"
4985,"Meda Cap"
4986,"Panex"
4987,"Apacet"
4990,"Tylenol Regular Strength"
4992,"APAP"
4993,"Panex 500"
4994,"Vitamin B6"
4995,"Tempra 1"
4996,"Tempra 2"
4997,"Tempra 3"
4998,"Pyrilamine Maleate"
4999,"Pyrithione Zinc"
5000,"Dandrex(obsolete)"
5001,"Zincon"
5002,"Head & Shoulders"
5003,"Benzalkonium Chloride"
5005,"Acetaminophen"
5006,"Tylenol Extra Strength"
5008,"Congespirin Aspirin Free"
5009,"Zephiran Chloride"
5010,"Aceta-Gesic"
5011,"Percogesic"
5012,"Major-gesic"
5013,"Phenylgesic"
5014,"Dextrose-Lidocaine Hydrochloride"
5016,"Head & Shoulders Dry Scalp"
5017,"Benza"
5018,"DHS Zinc"
5020,"Sebulon"
5021,"ZNP Shampoo"
5022,"Quinacrine HCL Dihydrate"
5023,"Quinine Sulfate"
5024,"Bayer Select Sinus Pain Formula"
5025,"Dristan Cold Non-Drowsy"
5030,"Sudafed Sinus"
5033,"Ornex"
5034,"Sinus Relief"
5035,"Contac Sinus"
5036,"Spec-T Sore Throat/Cough Suppressant"
5037,"Anbesol(obsolete)"
5038,"Aftate For Athletes Foot"
5039,"Sine-Aid"
5040,"Aftate For Jock Itch"
5041,"Sine-Off Maximum Strength"
5042,"Sinutab Regular Strength"
5043,"Tylenol Sinus Maximum Strength"
5044,"Excedrin Sinus"
5046,"Otic Tridesilon"
5047,"Rauwolfia 1X"
5048,"Rauwolfia Serpentina"
5049,"Zinc Oxide"
5050,"Ascriptin"
5051,"Ascriptin Maximum Strength"
5052,"Resorcinol"
5053,"Magnaprin"
5054,"Acnomel"
5055,"Eye-Sed"
5056,"HypRho-D Mini-Dose"
5057,"Mylanta Fast Acting"
5058,"Mylanta DS Fast Acting"
5059,"Zinc Gluconate"
5060,"Vitamin B2"
5061,"Maalox Plus"
5062,"Riboflavin"
5063,"Mygel"
5064,"Mygel II"
5065,"Rulox"
5066,"Mol-Iron"
5067,"Rilutek"
5068,"Feratab"
5069,"Domeboro"
5070,"Zinc Gluconate Natural"
5071,"Zinc Gluconate Chelated"
5072,"Ferrospace"
5073,"Rose Bengal"
5074,"Rosets"
5075,"Fero-Gradumet Filmtab"
5076,"Salicylamide"
5077,"Salicylic Acid Cleansing Bar"
5078,"Panscol"
5079,"Fer-in-Sol"
5081,"Freezone"
5082,"Gaviscon"
5083,"Genaton"
5085,"Occlusal-HP"
5086,"Feosol"
5087,"Orazinc"
5088,"Orazinc 110(obsolete)"
5089,"Orazinc 220"
5090,"Ferra T.D. Caps"
5091,"Slow Fe"
5092,"Caltrate 600 with Iron and Vitamin D"
5093,"Compound W"
5094,"Duofilm"
5095,"Off-Eazy"
5096,"Maximum Strength Wart Remover"
5097,"Calci-Chew"
5098,"Oysco 500"
5099,"Calci Mix"
5101,"Os-Cal 500"
5102,"Oyst Cal 500"
5103,"Gordofilm"
5104,"Oyster Shell Calcium 500"
5105,"Calcium 600"
5109,"Nephro Calci"
5110,"Amitone"
5112,"Dicarbosil"
5113,"Equilet"
5114,"Tums"
5115,"Chooz"
5116,"Tums E-X"
5118,"Salactic Film"
5122,"Alkets"
5123,"Titralac"
5124,"Mosco Corn & Callus Remover"
5125,"Mosco-Cain"
5126,"Wart Remover"
5127,"Sal-Plant Gel"
5128,"Oyster Cal 500"
5129,"Duoplant"
5130,"Velban"
5131,"Keralyt"
5132,"Trans-Ver-Sal"
5133,"Oncovin"
5134,"Sal-Acid Plasters"
5135,"Mediplast"
5136,"Clear Away"
5137,"Sebex"
5138,"Fostex Medicated Cleansing Cream"
5139,"Sebulex"
5140,"Saliva Substitute"
5143,"Moi-Stir"
5144,"Salivart"
5145,"Surfak Stool Softener"
5146,"Invirase"
5147,"Head & Shoulders Intensive Treatment"
5148,"Selsun Blue-Regular"
5149,"Senna"
5150,"Senexon"
5151,"Senolax"
5152,"Senokot"
5154,"Senokot Extra"
5155,"Gentlax"
5157,"Ex-Lax Gentle Nature"
5158,"Marblen"
5159,"Ganite"
5160,"Enuclene"
5161,"Fletchers Castoria"
5162,"DC-240"
5163,"Diocto-K"
5165,"Kasof"
5167,"Florical"
5168,"Vitamin A & D, Topical"
5169,"Koromex"
5170,"Citracal"
5171,"DOK"
5172,"Silver Protein Mild"
5173,"Neo-Calglucon"
5174,"Posture"
5175,"Simethicone"
5176,"Mylanta Gas"
5177,"Gas Relief"
5178,"Gas-X"
5179,"Major-Con"
5181,"Maximum Strength Mylanta Gas"
5182,"Phazyme"
5183,"Phazyme-95"
5184,"Maximum Strength Phazyme 125 Softgels"
5185,"Flatulex"
5186,"Mylicon"
5187,"Delfen Foam"
5188,"Pancrease MT 20"
5189,"Ultrase"
5191,"Ultrase MT 12"
5194,"Sulfalax Calcium"
5195,"Emko"
5196,"DOS"
5197,"Gas-X Extra Strength"
5198,"Ramses Crystal Clear"
5199,"DSS"
5200,"Shur-Seal Gel"
5201,"Vitamin E"
5202,"Conceptrol"
5203,"Modane Soft"
5204,"Regulax SS"
5205,"Dioeze"
5206,"Sodium Benzoate"
5207,"Citrocarbonate"
5208,"Sodium Biphosphate"
5209,"Diocto"
5210,"Sodium Borate"
5211,"Sodium Chloride Hypertonic"
5212,"Adsorbonac"
5213,"Muro 128"
5214,"AK-NaCl"
5216,"Campho-Phenique"
5217,"Zostrix"
5218,"Zostrix-HP"
5219,"Debrox"
5220,"Auro Ear Drops"
5221,"Murine Ear Drops"
5222,"Cankaid"
5223,"Glyoxide"
5225,"Proxigel"
5226,"Sodium Citrate"
5229,"Rynatuss Pediatric"
5230,"Sodium Hypochlorite"
5231,"Dakins Full Strength Solution"
5232,"Sodium Propionate"
5233,"Rentamine Pediatric"
5235,"Sodium Salicylate"
5236,"Tri-Tannate Plus Pediatric"
5240,"Ferocyl"
5241,"Ferro-Sequels"
5242,"Cophene-X"
5243,"Effective Strength Cough Syrup"
5244,"Primatuss 4"
5246,"Scot-Tussin Sugar Free DM"
5247,"Ferrous Fumarate-Docusate"
5248,"Ferro DSS"
5249,"T- Koff"
5250,"Doxidan Softgel Laxative Plus Stool Softener"
5251,"Cerose DM"
5252,"Kophane"
5254,"Threamine DM"
5256,"Tricodene Forte"
5257,"Docucal-P"
5258,"Tricodene NN"
5261,"Cheracol Plus"
5264,"Triaminicol Multi Symptom Cough and Cold"
5265,"Ex-Lax Extra Gentle"
5266,"Colax (obsolete)"
5267,"Correctol (obsolete)"
5268,"Aquasol E"
5269,"Tussar DM"
5271,"Triaminic Night Time"
5275,"Rhinosyn-DM"
5276,"Femilax"
5277,"E Pherol"
5278,"Modane Plus"
5279,"Amino-Opti-E"
5281,"Unilax"
5282,"Vita-Plus E Natural"
5283,"Vitec"
5284,"Vitamin E Succinate"
5285,"Bronkotuss"
5286,"Vitamin E-200 D Alpha"
5287,"Vitamin E-400 D Alpha"
5288,"Vitamin E 100 D-Alpha"
5289,"Vitamin E 1000 DL-Alpha"
5290,"Vitamin E 1000 Mixed"
5292,"Vitamin E 200 Mixed"
5293,"Senokot S"
5295,"Vitamin E 400 DL-Alpha"
5296,"Vitamin E 400 Mixed"
5297,"Vitamin E 600 DL-Alpha"
5298,"Vitamin E Conditioning Shampoo"
5299,"Vitamin E Mixed Natural"
5301,"Gentlax S"
5303,"Vitamin E Oil"
5304,"Vitamin E Skin"
5305,"Vitamin E Skin Cream"
5306,"Vitamin E Skin Moisturizer"
5307,"Vitamin E with Wheat Germ Oil"
5308,"Rhinolar"
5309,"Hista-Vadrin"
5311,"Pedialyte"
5312,"Mercuric Oxide"
5315,"Pediacare Nightrest"
5318,"Pediacare Cough-Cold Chewable"
5319,"Otrivin"
5320,"Bronkaid"
5321,"Witch Hazel"
5322,"Primatene Dual Action"
5323,"DHS Tar Shampoo"
5324,"Ionil T Plus"
5325,"Neutrogena T/Gel"
5326,"Tegrin Medicated"
5327,"Pentrax"
5328,"Denorex"
5329,"Denorex Extra Strength"
5330,"Tedrigen"
5331,"Theodrine"
5332,"Sterile Water for Irrigation"
5333,"Aeroaid"
5334,"Mersol"
5336,"Tri-Vi-Sol"
5338,"Vi-Daylin ADC"
5339,"Fungoid Solution"
5340,"Halotex"
5341,"Tucks"
5342,"Undecylenic Acid"
5343,"Earsol-HC"
5344,"Castor Oil"
5345,"Protectol"
5349,"Caldesene(obsolete)"
5350,"Cruex"
5351,"Desenex"
5354,"Maxipime"
5356,"Ortho-Gynol Contraceptive"
5357,"Tussirex"
5358,"Tussirex Sugar Free"
5359,"Hydrogen Peroxide"
5360,"Breezee Mist Foot Powder"
5361,"Pedi-Pro"
5362,"Duratears Naturale"
5363,"Cedax"
5364,"Chloroptic"
5365,"Chloroptic S.O.P."
5366,"AK-Chlor"
5367,"Chloromycetin"
5369,"Sea-Omega"
5370,"Marine Lipid Concentrate"
5371,"Super-EPA"
5372,"Urisedamine"
5373,"Nephro-Vite Rx"
5374,"Eucerin"
5375,"Blinx Eye Wash"
5376,"Advil Cold and Sinus"
5377,"Lobana Peri-Garde"
5378,"Comfortine"
5379,"Desitin(obolete)"
5380,"Clocream"
5381,"Lazer Creme"
5382,"Lobana Derm-Ade"
5383,"Aloe Grande"
5384,"AK-Rinse"
5385,"Dimetapp Sinus"
5387,"Dristan Sinus"
5388,"Dacriose"
5389,"Motrin IB Sinus"
5390,"Femiron"
5391,"Eye-Stream"
5392,"Eye Wash"
5393,"Absorbine Athletes Foot"
5394,"Absorbine Jock Itch"
5395,"Absorbine Jr."
5396,"Fumasorb"
5397,"Ircon"
5398,"Hemocyte"
5399,"Nephro-Fer"
5400,"Irigate"
5401,"Feostat"
5403,"Optigene"
5404,"Visual Eyes"
5405,"Ichthammol"
5407,"Clorpactin WCS-90"
5408,"Piperazine"
5409,"Ferrous Gluconate"
5410,"Zeasorb-AF"
5411,"Oxymetazoline"
5412,"Zyrtec"
5413,"R & C"
5414,"Pyrinyl II"
5415,"Sulfur"
5416,"Sulpho-Lac"
5419,"Sulmasque"
5420,"NTZ Long Acting Nasal"
5421,"Fergon"
5422,"Sulfur Soap"
5423,"Ferralet"
5424,"Oxymetazoline HCl"
5425,"Afrin"
5426,"Simron"
5427,"Liquimat Light"
5428,"Liquimat Medium"
5429,"Podofin"
5430,"Sulpho-Lac Soap"
5431,"Podocon-25"
5432,"Tylenol Flu Maximum Strength"
5433,"Sudafed Severe Cold"
5435,"Tylenol Cold and Flu No Drowsiness Powder"
5437,"Allerest 12 Hour Nasal Spray"
5438,"Duramist Plus"
5439,"Tylenol Cold No Drowsiness"
5440,"Fostril"
5441,"Duration"
5442,"Blistex"
5443,"Genasal"
5444,"Nostrilla"
5445,"Sinarest Nasal"
5446,"Hycamtin"
5447,"Sinex Long-Acting"
5448,"Mavik"
5449,"FiberCon"
5450,"Equalactin"
5451,"Mitrolan"
5452,"Fiberlax"
5453,"Nimbex"
5454,"Vesanoid"
5455,"Pamprin ES Multi-Symptom Relief Formula"
5456,"Midol PMS Maximum Strength"
5457,"Premesyn PMS"
5459,"Visine Long Lasting"
5460,"Triacetin"
5461,"Actifed Plus"
5462,"Ocuclear"
5463,"Nandrolone Decanoate"
5464,"Nandrolone Phenpropionate"
5465,"Alka-Seltzer Plus Night Time"
5467,"Nephrox"
5468,"Adsorbotear"
5469,"Akwa Tears"
5470,"Teargen"
5471,"Aquasite"
5472,"Artificial Tears Plus"
5474,"Celluvisc"
5475,"Comfort Tears"
5478,"Dry Eyes"
5481,"Hypotears"
5482,"Tears Plus"
5486,"Isopto Alkaline"
5487,"Analgesia Creme"
5488,"Aspercreme"
5490,"PABA"
5491,"Myoflex Creme"
5492,"Sportscreme"
5493,"Mobisyl Creme"
5494,"Ultra Tears"
5495,"Isopto Plain"
5496,"Isopto Tears"
5499,"Liquifilm Forte"
5500,"Liquifilm Tears"
5503,"Murine"
5505,"Natures Tears"
5506,"Nu-Tears"
5507,"Nu-Tears II"
5509,"Refresh"
5511,"Tearisol"
5512,"Tears Naturale"
5513,"Tears Naturale Free"
5514,"Tears Naturale II"
5516,"Septi-Soft"
5517,"Tri-Chlor"
5518,"P.T.E.-5"
5519,"M.T.E.-5"
5520,"MulTE-PAK-5"
5521,"M.T.E.-5 Concentrated"
5522,"Multitrace-5"
5523,"Multitrace-5 Concentrate"
5524,"M.T.E.-6"
5526,"Sclavo Test-PPD"
5527,"Aloe Vera, Topical"
5530,"B. C. Powder"
5531,"B. C. Powder Arthritis Strength"
5533,"Scot-Tussin DM Cough Chasers"
5535,"Magnesium"
