icd_9,disease_name,valid
"097.1     ","Latent syphilis NOS (+ sero.)","1"
"097.1     ","Latent syphilis, unspecified","1"
"097.1     ","Syphilis, latent, unspecified","1"
"097.9     ","Infection by Treponema pallidum","1"
"097.9     ","Lues","1"
"097.9     ","Syphilis NOS","1"
"097.9     ","Syphilis, stage unspecified","1"
"097.9     ","Syphilis, unspecified","1"
"097.9     ","Treponema pallidum infection","1"
"098       ","Gonococcal infection NOS","0"
"098       ","Gonococcal infections","0"
"098       ","Gonorrhea NOS","0"
"098       ","Infection due to Neisseria gonorrhoeae","0"
"098.0     ","Acute gonococcal bartholinitis","1"
"098.0     ","Acute gonococcal urethritis","1"
"098.0     ","Acute gonococcal vulvovaginitis","1"
"098.0     ","Acute gonorrhea of genitourinary tract NOS","1"
"098.0     ","Acute gonorrhea of lower genitourinary tract NOS","1"
"098.0     ","Bartholinitis, gonococcal, acute","1"
"098.0     ","GC, acute","1"
"098.0     ","Gonoccal bartholinitis, acute","1"
"098.0     ","Gonoccal infection of lower genitourinary tract, acute","1"
"098.0     ","Gonococcal urethritis, acute","1"
"098.0     ","Gonococcal vulvovaginitis, acute","1"
"098.0     ","Gonorrhea","1"
"098.0     ","Gonorrhea, acute NOS","1"
"098.0     ","Urethritis, gonococcal, acute","1"
"098.0     ","Vulvovaginitis, gonococcal, acute","1"
"098.1     ","Gonococcal infection of upper genitourinary tract, acute","0"
"098.10    ","Gonococcal infection of upper genitourinary tract, acute, site unspecified","1"
"098.11    ","Acute gonococcal cystitis","1"
"098.11    ","Cystitis, gonococcal, acute","1"
"098.11    ","Gonococcal cystitis (acute)","1"
"098.12    ","Acute gonococcal prostatitis","1"
"098.12    ","Gonococcal prostatitis (acute)","1"
"098.13    ","Acute gonococcal epididymo-orchitis","1"
"098.13    ","Gonococcal epididymo-orchitis (acute)","1"
"098.14    ","Acute gonococcal seminal vesiculitis","1"
"098.14    ","Gonococcal seminal vesiculitis (acute)","1"
"098.15    ","Acute gonococcal cervicitis","1"
"098.15    ","Cervicitis, gonococcal, acute","1"
"098.15    ","Gonococcal cervicitis (acute)","1"
"098.16    ","Acute gonococcal endometritis","1"
"098.16    ","Gonococcal endometritis (acute)","1"
"098.17    ","Acute gonococcal salpingitis","1"
"098.17    ","Gonococcal salpingitis, specified as acute","1"
"098.19    ","Acute gonorrhea of upper genitourinary tract NOS","1"
"098.19    ","Gonococcal infection of upper GU tract, other, acute","1"
"098.2     ","Bartholinitis, gonococcal, chronic","1"
"098.2     ","Chronic gonococcal bartholinitis","1"
"098.2     ","Chronic gonococcal urethritis","1"
"098.2     ","Chronic gonococcal vulvovaginitis","1"
"098.2     ","Chronic gonorrhea NOS","1"
"098.2     ","Chronic gonorrhea of genitourinary tract NOS","1"
"098.2     ","Chronic gonorrhea of lower genitourinary tract NOS","1"
"098.2     ","GC, chronic","1"
"098.2     ","Gleet","1"
"098.2     ","Gonococcal bartholinitis, chronic","1"
"098.2     ","Gonococcal urethritis, chronic","1"
"098.2     ","Gonococcal vulvovaginitis, chronic","1"
"098.2     ","Gonorrhea, chronic NOS","1"
"098.2     ","Urethritis, gonococcal, chronic","1"
"098.2     ","Vulvovaginitis, gonococcal, chronic","1"
"098.3     ","Gonococcal infection of upper genitourinary tract, chronic","0"
"098.30    ","Chronic gonorrhea of upper genitourinary tract NOS","1"
"098.31    ","Chronic gonococcal cystitis","1"
"098.31    ","Cystitis, gonococcal, chronic","1"
"098.31    ","Gonococcal cystitis, chronic","1"
"098.32    ","Chronic gonococcal prostatitis","1"
"098.32    ","Gonococcal prostatitis, chronic","1"
"098.33    ","Chronic gonococcal epididymo-orchitis","1"
"098.33    ","Gonococcal epididymo-orchitis, chronic","1"
"098.34    ","Chronic gonococcal seminal vesiculitis","1"
"098.34    ","Gonococcal seminal vesiculitis, chronic","1"
"098.35    ","Cervicitis, gonococcal, chronic","1"
"098.35    ","Chronic gonococcal cervicitis","1"
"098.35    ","Gonococcal cervicitis, chronic","1"
"098.36    ","Chronic gonococcal endometritis","1"
"098.36    ","Gonococcal endometritis, chronic","1"
"098.37    ","Chronic gonococcal salpingitis","1"
"098.37    ","Gonococcal salpingitis (chronic)","1"
"098.39    ","Gonococcal infection of upper GU tract, other, chronic","1"
"098.4     ","Gonococcal infection of eye","0"
"098.40    ","Conjunctivitis, gonococcal (neonatal)","1"
"098.40    ","Gonococcal conjunctivitis (neonatorum)","1"
"098.40    ","Gonococcal conjunctivitis neonatorum","1"
"098.40    ","Gonococcal ophthalmia (neonatorum)","1"
"098.40    ","Gonococcal ophthalmia neonatorum","1"
"098.40    ","Ophthalmia, gonococcal, (neonatal)","1"
"098.41    ","Gonococcal iridocyclitis","1"
"098.41    ","Iridocyclitis, gonococcal","1"
"098.42    ","Endoophthalmia, gonococcal","1"
"098.42    ","Gonococcal endophthalmia","1"
"098.43    ","Gonococcal keratitis","1"
"098.43    ","Keratitis blennorrhagica","1"
"098.43    ","Keratitis, gonococcal","1"
"098.49    ","Blepharopyorrhea","1"
"098.49    ","Gonococcal infection of eye NOS","1"
"098.49    ","Gonococcal infection of eye, other","1"
"098.5     ","Gonococcal infection of joint","0"
"098.50    ","Arthritis, gonococcal","1"
"098.50    ","Gonococcal arthritis","1"
"098.51    ","Gonococcal synovitis","1"
"098.51    ","Gonococcal synovitis and tenosynovitis","1"
"098.51    ","Gonococcal tenosynovitis","1"
"098.51    ","Synovitis, gonococcal","1"
"098.51    ","Tenosynovitis, gonococcal","1"
"098.52    ","Bursitis, gonococcal","1"
"098.52    ","Gonococcal bursitis","1"
"098.53    ","Gonococcal spondylitis","1"
"098.53    ","Spondylitis, gonococcal","1"
"098.59    ","Gonococcal infection of joint NOS","1"
"098.59    ","Gonococcal infection of joint, other","1"
"098.59    ","Gonococcal rheumatism","1"
"098.59    ","Rheumatism, gonococcal","1"
"098.6     ","Gonococcal infection of pharynx","1"
"098.6     ","Gonococcal pharyngitis","1"
"098.6     ","Gonorrhea of pharynx","1"
"098.6     ","Pharyngitis, gonococcal","1"
"098.7     ","Anal gonococcal infection","1"
"098.7     ","Gonococcal infection of anus and rectum","1"
"098.7     ","Gonococcal proctitis","1"
"098.7     ","Gonorrhea of anus","1"
"098.7     ","Gonorrhea of rectum","1"
"098.7     ","Proctitis, gonococcal","1"
"098.7     ","Rectal gonococcal infection","1"
"098.8     ","Gonococcal infection of other specified sites","0"
"098.81    ","Gonococcal keratosis","1"
"098.81    ","Gonococcal keratosis (blennorrhagica)","1"
"098.82    ","Gonococcal meningitis","1"
"098.83    ","Gonococcal pericarditis","1"
"098.84    ","Gonococcal endocarditis","1"
"098.85    ","Gonococcal heart disease NOS","1"
"098.85    ","Other gonococcal heart disease","1"
"098.86    ","Fitz-Hugh and  Curtis syndrome","1"
"098.86    ","Fitz-Hugh-Curtis syndrome","1"
"098.86    ","Gonococcal peritonitis","1"
"098.86    ","Stojano's syndrome","1"
"098.86    ","Subcostal syndrome","1"
"098.89    ","Gonococcal sepsis","1"
"098.89    ","Gonococcal septicemia","1"
"098.89    ","Gonococcemia","1"
"098.89    ","Sepsis, gonococcal","1"
"099       ","Other venereal diseases","0"
"099.0     ","Bubo due to Haemophilus ducreyi","1"
"099.0     ","Bubo, chancroidal","1"
"099.0     ","Chancroid","1"
"099.0     ","Chancroidal bubo","1"
"099.0     ","Ducrey's chancre","1"
"099.0     ","Ducrey's disease","1"
"099.0     ","Hemophilus ducreyi chancroid","1"
"099.0     ","Inguinal bubo","1"
"099.0     ","Nisbet's chancre","1"
"099.0     ","Simple chancre","1"
"099.0     ","Soft chancre","1"
"099.0     ","Ulcus molle","1"
"099.0     ","Virulent bubo","1"
"099.1     ","Bubo, climatic","1"
"099.1     ","Bubo, tropical","1"
"099.1     ","Climatic bubo","1"
"099.1     ","Climatic or tropical bubo","1"
"099.1     ","Duran-Nicolas-Favre disease","1"
"099.1     ","Durand-Nicolas-Favre disease","1"
"099.1     ","Esthiomene","1"
"099.1     ","Frei's disease","1"
"099.1     ","Genito-anorectal syndrome","1"
"099.1     ","LGV","1"
"099.1     ","Lymphogranuloma inguinale","1"
"099.1     ","Lymphogranuloma venereum","1"
"099.1     ","Nicolas-Durand-Favre disease","1"
"099.1     ","Nicolas-Favre disease","1"
"099.1     ","Nostras poradenitis","1"
"099.1     ","Poradenitis NOS","1"
"099.1     ","Tropical bubo","1"
"099.2     ","Donovanosis","1"
"099.2     ","Granuloma inguinale","1"
"099.2     ","Granuloma pudendi (ulcerating)","1"
"099.2     ","Granuloma venereum","1"
"099.2     ","Infection due to Calymmatobacterium granulomatis","1"
"099.2     ","Infection due to Donovania granulomatis","1"
"099.2     ","Pudendal ulcer","1"
"099.2     ","Ulcerating granuloma pudendi","1"
"099.3     ","Enteroarticular syndrome","1"
"099.3     ","Fiessinger-Leroy syndrome","1"
"099.3     ","Infectious uroarthritis","1"
"099.3     ","Reiter's disease","1"
"099.3     ","Reiter's syndrome","1"
"099.3     ","Reiter's urethritis","1"
"099.3     ","Urethro-oculoarticular syndrome","1"
"099.3     ","Urethro-oculosynovial syndrome","1"
"099.3     ","Urethrooculoarticular syndrome","1"
"099.3     ","Uroarthritis, infectious","1"
"099.4     ","NGU [nongonococcal urethritis]","0"
"099.4     ","NGU due to Chlamydia trachomatis","0"
"099.4     ","NGU due to ureaplasma urealyticum","0"
"099.4     ","NGU NOS","0"
"099.4     ","Nongonococcal urethritis [NGU]","0"
"099.4     ","Nongonococcal urethritis due to Chlamydia trachomatis","0"
"099.4     ","Nongonococcal urethritis due to Ureaplasma urealyticum","0"
"099.4     ","Nongonococcal urethritis NOS","0"
"099.4     ","Nonspecific urethritis NOS","0"
"099.4     ","Other nongonococcal urethritis [NGU]","0"
"099.4     ","Urethritis due to Chlamydia trachomatis","0"
"099.40    ","NGU, unspecified [nongonococcal urethritis]","1"
"099.40    ","Nongonococcal urethritis, unspecified","1"
"099.40    ","Nonspecific urethritis","1"
"099.40    ","Urethritis, nonspecific","1"
"099.41    ","Chlamydia trachomatis urethritis","1"
"099.41    ","NGU (Chlamydia trachomatis)","1"
"099.49    ","NGU, other specified organism","1"
"099.49    ","Nongonococcal urethritis, other specified organism","1"
"099.50    ","Chlamydia trachomatis of unspecified site","1"
"099.51    ","Chlamydia trachomatis of pharynx","1"
"099.51    ","Pharyngitis due to Chlamydia trachomatis","1"
"099.52    ","Anal infection due to Chlamydia trachomatis","1"
"099.52    ","Chlamydia trachomatis of anus and rectum","1"
"099.52    ","Proctitis due to Chlamydia trachomatis","1"
"099.52    ","Rectal infection due to Chlamydia trachomatis","1"
"099.53    ","Chlamydia trachomatis of lower GU sites","1"
"099.54    ","Chlamydia trachomatis of other GU sites","1"
"099.55    ","Chlamydia trachomatis of unspecified GU site","1"
"099.56    ","Chlamydia trachomatis of peritoneum","1"
"099.56    ","Perihepatitis (Chlamydia trachomatis)","1"
"099.56    ","Peritonitis due to Chlamydia trachomatis","1"
"099.59    ","Chlamydia trachomatis of other specified site","1"
"099.8     ","Balanoposthitis due to Treponema NOS","1"
"099.8     ","Erosive balanitis","1"
"099.8     ","Indolent bubo","1"
"099.8     ","Other specified venereal diseases","1"
"099.8     ","Ulcerative balanoposthitis","1"
"099.8     ","Venereal disease, other, specified","1"
"099.9     ","Sexually transmitted disease NOS","1"
"099.9     ","Venereal disease NOS","1"
"099.9     ","Venereal disease, unspecified","1"
"100       ","Leptospirosis","0"
"100.0     ","Fiedler's disease","1"
"100.0     ","Hemorrhagic leptospiral jaundice","1"
"100.0     ","Hemorrhagic spirochetal jaundice","1"
"100.0     ","Infection due to Leptospira icterohemorrhagiae","1"
"100.0     ","Infection due to Leptospira interrogans","1"
"100.0     ","Leptospiral jaundice","1"
"100.0     ","Leptospiral jaundice (hemorrhagic)","1"
"100.0     ","Leptospirosis icterohaemorrhagica","1"
"100.0     ","Leptospirosis icterohemorrhagica","1"
"100.0     ","Matheiu's disease","1"
"100.0     ","Wassilieff's disease","1"
"100.0     ","Weil's disease","1"
"100.8     ","Other specified leptospiral infections","0"
"100.81    ","Aseptic leptospiral meningitis","1"
"100.81    ","Leptospiral meningitis (aseptic)","1"
"100.89    ","Akiyami","1"
"100.89    ","Fever due to Leptospira autumnalis","1"
"100.89    ","Fort Bragg Fever","1"
"100.89    ","Infection due to Leptospira australis","1"
"100.89    ","Infection due to Leptospira bataviae","1"
"100.89    ","Infection due to Leptospira grippotyphosa","1"
"100.89    ","Infection due to Leptospira pyrogenes","1"
"100.89    ","Leptospira australis infection","1"
"100.89    ","Leptospira bataviae infection","1"
"100.89    ","Leptospira pyrogenes infection","1"
"100.89    ","Leptospirosis due to other serogroups","1"
"100.89    ","Leptospirosis due to other specific organisms","1"
"100.89    ","Nanukayami","1"
"100.89    ","Pretibial fever","1"
"100.89    ","Swamp fever","1"
"100.9     ","Infection due to Leptospira NOS","1"
"100.9     ","Leptospirosis immune phase","1"
"100.9     ","Leptospirosis leptospiremic phase","1"
"100.9     ","Leptospirosis NOS","1"
"100.9     ","Leptospirosis, unspecified","1"
"101       ","Acute necrotizing ulcerative gingivitis","1"
"101       ","Acute necrotizing ulcerative stomatitis","1"
"101       ","Borrelia vincentii","1"
"101       ","Fusospirillosis","1"
"101       ","Fusospirochaetal pharyngitis","1"
"101       ","Fusospirochetal pharyngitis","1"
"101       ","Fusospirochetosis","1"
"101       ","Gingivitis, acute necrotizing ulcerative","1"
"101       ","Pharyngitis, fusospirochetal","1"
"101       ","Spirochaetal stomatitis","1"
"101       ","Spirochetal stomatitis","1"
"101       ","Stomatitis, acute necrotizing ulcerative","1"
"101       ","Stomatitis, spirochetal","1"
"101       ","Trench mouth","1"
"101       ","Vincent's angina","1"
"101       ","Vincent's gingivitis","1"
"102       ","Yaws","0"
"102.0     ","Chancre of yaws","1"
"102.0     ","Initial frambesial ulcer","1"
"102.0     ","Initial lesion of yaws","1"
"102.0     ","Mother yaw","1"
"102.0     ","Primary frambesia","1"
"102.0     ","Primary stage of yaws","1"
"102.1     ","Butter yaws","1"
"102.1     ","Frambesioma","1"
"102.1     ","Multiple papillomata and wet crab yaws","1"
"102.1     ","Multiple papillomata of yaws","1"
"102.1     ","Palmar papilloma of yaws","1"
"102.1     ","Papillomata, multiple, of yaws","1"
"102.1     ","Pianoma","1"
"102.1     ","Plantar papilloma of yaws","1"
"102.1     ","Secondary lesion of yaws","1"
"102.1     ","Secondary stage of yaws","1"
"102.1     ","Wet crab yaws","1"
"102.1     ","Yaws, butter","1"
"102.1     ","Yaws, multiple papillomata","1"
"102.1     ","Yaws, web crab","1"
"102.2     ","Cutaneous yaws (less than 5 years)","1"
"102.2     ","Cutaneous yaws, early","1"
"102.2     ","Early yaws","1"
"102.2     ","Frambeside of early yaws","1"
"102.2     ","Yaws, other early skin lesions","1"
"102.3     ","Ghoul hand","1"
"102.3     ","Ghoul hand, yaws","1"
"102.3     ","Hyperkeratosis of yaws","1"
"102.3     ","Hyperkeratosis, yews","1"
"102.3     ","Palmar hyperkeratosis of yaws","1"
"102.3     ","Plantar hyperkeratosis of yaws","1"
"102.3     ","Worm-eaten soles","1"
"102.3     ","Worm-eaten soles, yaws","1"
"102.4     ","Gummata and ulcers","1"
"102.4     ","Gummata of yaws","1"
"102.4     ","Gummatous frambeside","1"
"102.4     ","Nodular late yaws","1"
"102.4     ","Tertiary lesion of yaws","1"
"102.4     ","Tertiary stage of yaws","1"
"102.4     ","Ulcers of yaws","1"
"102.5     ","Gangosa","1"
"102.5     ","Gangosa of yaws","1"
"102.5     ","Rhinopharyngitis mutilans of yaws","1"
"102.6     ","Bone and joint lesions","1"
"102.6     ","Ganglion of yaws","1"
"102.6     ","Goundou","1"
"102.6     ","Goundou of yaws","1"
"102.6     ","Gummatous osteitis of yaws","1"
"102.6     ","Gummatous periostitis of yaws","1"
"102.6     ","Henpue","1"
"102.6     ","Henpuye","1"
"102.6     ","Hydrarthrosis of yaws","1"
"102.6     ","Hypertrophic periostitis of yaws","1"
"102.6     ","Osteitis of yaws","1"
"102.6     ","Periostitis of yaws","1"
"102.6     ","Yaws gumma of bone","1"
"102.6     ","Yaws of bone","1"
"102.6     ","Yaws of joint","1"
"102.7     ","Juxta-articular nodules of yaws","1"
"102.7     ","Mucosal yaws","1"
"102.7     ","Yaws, juxta-articular nodules","1"
"102.7     ","Yaws, mucosal","1"
"102.7     ","Yaws, other manifestations","1"
"102.8     ","Latent yaws","1"
"102.8     ","Latent yaws (+ sero.)","1"
"102.8     ","Yaws, latent","1"
"102.9     ","Bouba","1"
"102.9     ","Breda's disease","1"
"102.9     ","Buba","1"
"102.9     ","Charlouis' disease","1"
"102.9     ","Frambesia","1"
"102.9     ","Frambesial","1"
"102.9     ","Infection by Treponema pertenue","1"
"102.9     ","Parangi","1"
"102.9     ","Pian","1"
"102.9     ","Treponematosis","1"
"102.9     ","Yaws NOS","1"
"102.9     ","Yaws, unspecified","1"
"103       ","Pinta","0"
"103.0     ","Chancre of pinta","1"
"103.0     ","Papule of pinta","1"
"103.0     ","Pinta chancre","1"
"103.0     ","Pinta papule","1"
"103.0     ","Pinta pintid","1"
"103.0     ","Pinta, primary lesion","1"
"103.0     ","Pinta, primary lesions","1"
"103.0     ","Pintid","1"
"103.0     ","Pintid of pinta","1"
"103.0     ","Primary chancre of pinta","1"
"103.0     ","Primary papule of pinta","1"
"103.1     ","Erythematous plaques of pinta","1"
"103.1     ","Hyperchromic lesions of pinta","1"
"103.1     ","Hyperkeratosis of pinta","1"
"103.1     ","Pinta, intermediate lesion","1"
"103.2     ","Achromic skin lesions of pinta","1"
"103.2     ","Cardiovascular lesions of pinta","1"
"103.2     ","Cicatricial skin lesions of pinta","1"
"103.2     ","Dyschromic skin lesions of pinta","1"
"103.2     ","Pinta, late lesion","1"
"103.2     ","Vitiligo of pinta","1"
"103.3     ","Achromic and hyperchromic skin lesions of pinta","1"
"103.3     ","Pinta, mixed lesions","1"
"103.9     ","Azul","1"
"103.9     ","Carate NOS","1"
"103.9     ","Infection by Treponema carateum","1"
"103.9     ","Pinta NOS","1"
"103.9     ","Pinta, unspecified","1"
"104       ","Other spirochetal infection","0"
"104.0     ","Bejel","1"
"104.0     ","Dichuchwa","1"
"104.0     ","Njovera","1"
"104.0     ","Non-venereal endemic syphilis","1"
"104.0     ","Nonvenereal endemic syphilis","1"
"104.0     ","Siti","1"
"104.0     ","Skerljevo","1"
"104.0     ","Syphilis, nonvenereal endemic","1"
"104.8     ","Bronchospirochetosis","1"
"104.8     ","Castellani's bronchitis","1"
"104.8     ","Other specified spirochetal infections","1"
"104.8     ","Spirochetal infection NEC","1"
"104.8     ","Spirochetal infections, other, specified","1"
"104.9     ","Spirochetal infection NOS","1"
"104.9     ","Spirochetal infection, unspecified","1"
"104.9     ","Spirochetosis","1"
"110       ","Dermatophytosis","0"
"110.0     ","Barbers' itch","1"
"110.0     ","Dermatophytosis of scalp and beard","1"
"110.0     ","Favus capitis","1"
"110.0     ","Favus due to Trichophyton schoenleinii","1"
"110.0     ","Favus of beard","1"
"110.0     ","Favus of scalp","1"
"110.0     ","Folliculitis barbae","1"
"110.0     ","Gruby's disease","1"
"110.0     ","Kerion","1"
"110.0     ","Kerion celsi","1"
"110.0     ","Kerion due to Microsporum NOS","1"
"110.0     ","Kerion due to Trichophyton NOS","1"
"110.0     ","Ringworm of the scalp","1"
"110.0     ","Sycosis, mycotic","1"
"110.0     ","Tinea barbae","1"
"110.0     ","Tinea barbae due to Microsporum canis","1"
"110.0     ","Tinea barbae due to Microsporum gypseum","1"
"110.0     ","Tinea barbae due to Microsporum NOS","1"
"110.0     ","Tinea barbae due to Trichophyton mentagrophytes","1"
"110.0     ","Tinea barbae due to Trichophyton NOS","1"
"110.0     ","Tinea barbae due to Trichophyton verrucosum","1"
"110.0     ","Tinea barbae due to Trichophyton violaceum","1"
"110.0     ","Tinea capitis","1"
"110.0     ","Tinea capitis due to Microsporum NOS","1"
"110.0     ","Tinea capitis due to Trichophyton NOS","1"
"110.0     ","Tinea capitis due to Trichophyton tonsurans","1"
"110.0     ","Tinea favosa","1"
"110.0     ","Tinea kerion","1"
"110.0     ","Tinea sycosis","1"
"110.0     ","Tinea tonsurans","1"
"110.0     ","Trichophytic tinea [black dot tinea], scalp","1"
"110.1     ","Dermatophytic onychia","1"
"110.1     ","Dermatophytosis of nail","1"
"110.1     ","Onychomycosis","1"
"110.1     ","Onychomycosis due to Epidermophyton floccosum","1"
"110.1     ","Onychomycosis due to Trichophyton mentagrophytes","1"
"110.1     ","Onychomycosis due to Trichophyton rubrum","1"
"110.1     ","Tinea unguium","1"
"110.2     ","Dermatophytosis of hand","1"
"110.2     ","Favus of hand","1"
"110.2     ","Tinea mannum","1"
"110.2     ","Tinea manus","1"
"110.2     ","Tinea manuum","1"
"110.3     ","Baerensprung's disease","1"
"110.3     ","Barensprung's disease","1"
"110.3     ","Dermatophytosis of groin and perianal area","1"
"110.3     ","Dhobie itch","1"
"110.3     ","Eczema marginatum","1"
"110.3     ","Exzema marginatum","1"
"110.3     ","Jock itch","1"
"110.3     ","Tinea cruris","1"
"110.3     ","Tinea cruris due to Epidermophyton floccosum","1"
"110.3     ","Tinea cruris due to Trichophyton rubrum","1"
"110.3     ","Tinea inguinalis","1"
"110.3     ","Tinea of groin","1"
"110.3     ","Tinea of perianal region","1"
"110.4     ","Athlete's foot","1"
"110.4     ","Dermatophytosis of foot","1"
"110.4     ","Epidermophytosis pedis","1"
"110.4     ","Favus of foot","1"
"110.4     ","Tinea pedis","1"
"110.4     ","Tinea pedis due to Epidermophyton floccosum","1"
"110.4     ","Tinea pedis due to Epidermophyton NOS","1"
"110.4     ","Tinea pedis due to Trichophyton NOS","1"
"110.5     ","Circine herpes","1"
"110.5     ","Dermatophytosis of the body","1"
"110.5     ","Favus corporis","1"
"110.5     ","Herpes circinatus","1"
"110.5     ","Tinea circinata","1"
"110.5     ","Tinea corporis","1"
"110.5     ","Tinea corporis due to Microsporum NOS","1"
"110.5     ","Tinea corporis due to Trichophyton NOS","1"
"110.5     ","Tinea due to Trichophyton concentricum","1"
"110.5     ","Tinea imbricata","1"
"110.5     ","Tokelau","1"
"110.5     ","Tokelau ringworm","1"
"110.6     ","Deep seated dermatophytosis","1"
"110.6     ","Dermatophytosis, deep seated","1"
"110.6     ","Disseminated dermatophytosis","1"
"110.6     ","Granuloma trichophyticum","1"
"110.6     ","Granulomatous dermatophytosis","1"
"110.6     ","Majocchi's granuloma","1"
"110.6     ","Tinea profunda","1"
"110.8     ","Dermatophytosis of other specified sites","1"
"110.8     ","Favus of eyelid","1"
"110.9     ","Dermatophytosis of unspecified site","1"
"110.9     ","Favus","1"
"110.9     ","Favus NOS","1"
"110.9     ","Malabar itch","1"
"110.9     ","Microsporic tinea NOS","1"
"110.9     ","Microsporosis","1"
"110.9     ","Ringworm","1"
"110.9     ","Ringworm NOS","1"
"110.9     ","Superficial mycosis","1"
"110.9     ","Tinea","1"
"110.9     ","Tinea NOS","1"
"110.9     ","Trichophytid, trichophyton infection","1"
"110.9     ","Trichophyton infection, trichophytid","1"
"111       ","Dermatomycosis, other and unspecified","0"
"111.0     ","Chromophytosis","1"
"111.0     ","Eichstedt's disease","1"
"111.0     ","Hodi-potsy","1"
"111.0     ","Microsporon furfur infestation","1"
"111.0     ","Pityriasis versicolor","1"
"111.0     ","Tinea flava","1"
"111.0     ","Tinea versicolor","1"
"111.0     ","Tinea versicolor due to Malassezia furfur","1"
"111.0     ","Tinea versicolor due to Pityrosporum furfur","1"
"111.1     ","Infection by Cladosporium werneckii","1"
"111.1     ","Keratomycosis","1"
"111.1     ","Keratomycosis nigricans","1"
"111.1     ","Keratomycosis nigricans palmaris","1"
"111.1     ","Microsporosis nigra","1"
"111.1     ","Pityriasis nigra","1"
"111.1     ","Tinea nigra","1"
"111.1     ","Tinea palmaris nigra","1"
"111.2     ","Beigel's disease","1"
"111.2     ","Beigel's morbus","1"
"111.2     ","Chignon","1"
"111.2     ","Paxton's disease","1"
"111.2     ","Piedra","1"
"111.2     ","Piedra due to Trichosporon cutaneum","1"
"111.2     ","Piedra, white","1"
"111.2     ","Tinea blanca","1"
"111.2     ","Trichosporosis nodosa","1"
"111.2     ","White piedra","1"
"111.3     ","Black piedra","1"
"111.3     ","Piedra due to Piedraia hortae","1"
"111.3     ","Piedra, black","1"
"111.8     ","Acladiosis","1"
"111.8     ","Chromotrichomycosis","1"
"111.8     ","Dermatomycoses, other, specified","1"
"111.8     ","Dermatomycosis by Acladium castellani","1"
"111.8     ","Infection by Cercospora apii","1"
"111.8     ","Other specified dermatomycoses","1"
"111.8     ","Otomycosis","1"
"111.8     ","Verrucous mycosis","1"
"111.9     ","Dermatomycosis","1"
"111.9     ","Dermatomycosis, unspecified","1"
"111.9     ","Otomycosis NOS","1"
"112       ","Candidiasis","0"
"112.0     ","Candidiasis, oral","1"
"112.0     ","Thrush","1"
"112.1     ","Candidal vulvovaginitis","1"
"112.1     ","Candidiasis of vagina","1"
"112.1     ","Candidiasis of vulva","1"
"112.1     ","Candidiasis of vulva and vagina","1"
"112.1     ","Monilial vulvovaginitis","1"
"112.1     ","Vulvovaginitis due to Candida","1"
"112.2     ","Candidal balanitis","1"
"112.2     ","Candidiasis of other urogenital sites","1"
"112.3     ","Candidal  onychia","1"
"112.3     ","Candidal intertrigo","1"
"112.3     ","Candidal onychia","1"
"112.3     ","Candidal paronychia","1"
"112.3     ","Candidal perionyxis","1"
"112.3     ","Candidiasis of nails","1"
"112.3     ","Candidiasis of skin","1"
"112.3     ","Candidiasis of skin and nails","1"
"112.3     ","Cutaneous candidiasis","1"
"112.3     ","Erosio interdigitalis blastomycetica","1"
"112.3     ","Interdigital moniliasis","1"
"112.3     ","Intertrigo, candidal","1"
"112.3     ","Mucocutaneous candidiasis","1"
"112.3     ","Onychia, candidal","1"
"112.3     ","Paronychial candidiasis","1"
"112.4     ","Candidal pneumonia","1"
"112.4     ","Candidiasis of lung","1"
"112.4     ","Pneumonia due to Candida","1"
"112.5     ","Candidemia","1"
"112.5     ","Candidiasis, disseminated","1"
"112.5     ","Candidiasis, systemic","1"
"112.5     ","Disseminated candidiasis","1"
"112.5     ","Systemic candidiasis","1"
"112.8     ","Candidiasis of other specified sites","0"
"112.81    ","Candidal endocarditis","1"
"112.82    ","Candidal otitis externa","1"
"112.82    ","Otitis externa, candidal","1"
"112.82    ","Otomycosis in moniliasis","1"
"112.83    ","Candidal meningitis","1"
"112.83    ","Oidiomycotic meningitis","1"
"112.84    ","Candidal esophagitis","1"
"112.84    ","Esophageal candidiasis","1"
"112.84    ","Esophagitis, candidal","1"
"112.85    ","Candidal enteritis","1"
"112.85    ","Enteritis, candidal","1"
"112.89    ","Bronchomoniliasis","1"
"112.89    ","Bronchomycosis","1"
"112.89    ","Candidiasis of other specified sites","1"
"112.9     ","Candidiasis NOS","1"
"112.9     ","Candidiasis of unspecified site","1"
"112.9     ","Candidosis NOS","1"
"112.9     ","Infection by Candida albicans","1"
"112.9     ","Infection by Candida species","1"
"112.9     ","Moniliasis NOS","1"
"112.9     ","Oidiomycosis","1"
"112.9     ","Oidium albicans infection","1"
"112.9     ","Saccharomyces infection","1"
"112.9     ","Yeast infection","1"
"114       ","Coccidioidomycosis","0"
"114.0     ","Coccidioidal pneumonitis","1"
"114.0     ","Coccidioidomycotic pneumonitis","1"
"114.0     ","Desert rheumatism","1"
"114.0     ","Primary coccidioidomycosis (pulmonary)","1"
"114.0     ","Primary pulmonary coccidioidomycosis","1"
"114.0     ","San Joaquin Valley fever","1"
"114.0     ","Valley fever","1"
"114.1     ","Chancriform syndrome","1"
"114.1     ","Coccidioidomycosis with erythema multiforme","1"
"114.1     ","Coccidioidomycosis with erythema nodosum","1"
"114.1     ","Primary cutaneous coccidioidomycosis","1"
