2.16.840.1.113883.5.1092,HL7ITSVersionCode,Code to hold the version of the HL7 Implementation Technology Specification,Complete
2.16.840.1.113883.6.101,NUCC Provider Codes,Codes from the National Uniform Claim Committee for Provider Types (Provider Taxonomy),Complete
2.16.840.1.113883.6.102,DEEDS,root for the DEEDS code sets,Complete
2.16.840.1.113883.6.102.2.10,DEEDS2.10,Code for ED Practitioner Role,Complete
2.16.840.1.113883.6.102.4.2,DEEDS4.02,Mode of transport to ED,Complete
2.16.840.1.113883.6.102.4.5,DEEDS4.05,ED Source of Referral,Complete
2.16.840.1.113883.6.102.4.7,DEEDS4.07,Code for Initial Healthcare Encounter for Chief Complaint,Complete
2.16.840.1.113883.6.102.4.8,DEEDS4.08,Code for Acuity Assessment,Complete
2.16.840.1.113883.6.102.4.14,DEEDS4.14,Glasgow eye opening assessment,Complete
2.16.840.1.113883.6.102.4.15,DEEDS4.15,Glasgow verbal component assessment,Complete
2.16.840.1.113883.6.102.4.16,DEEDS4.16,Glasgow motor component assessment,Complete
2.16.840.1.113883.6.102.4.18,DEEDS4.18,Systolic blood pressure special situation,Complete
2.16.840.1.113883.6.102.4.22,DEEDS4.22,Heart rate method,Complete
2.16.840.1.113883.6.102.4.24,DEEDS4.24,Respiratory rate special circumstances codes,Complete
2.16.840.1.113883.6.102.4.27,DEEDS4.27,Patient temperature route,Complete
2.16.840.1.113883.6.102.5.6,DEEDS5.06,Injury Activity,Complete
2.16.840.1.113883.6.102.5.8,DEEDS5.08,Safety Equipment Use,Complete
2.16.840.1.113883.6.102.5.19,DEEDS5.19,Clinical Finding Data Source,Complete
2.16.840.1.113883.6.102.4.12,DEEDS4.12,ED Responsiveness Assessment,Complete
2.16.840.1.113883.6.103,ICD-9CM (diagnosis codes),The International Classification of Diseases\, 9th Revision\, Clinical Modification (ICD-9-CM)\, Volumes I\, II (diagnoses) and III (procedures) describes the classification of morbidity and mortality information for statistical purposes and for the indexing of healthcare records by diseases and procedures. The ICD-9-CM codes can be used as the value of the Act.cd attribute.,Complete
2.16.840.1.113883.6.104,ICD-9CM (procedure codes),The International Classification of Diseases\, 9th Revision\, Clinical Modification (ICD-9-CM)\, Volumes I\, II (diagnoses) and III (procedures) describes the classification of morbidity and mortality information for statistical purposes and for the indexing of healthcare records by diseases and procedures. The ICD-9-CM codes can be used as the value of the Act.cd attribute.,Complete
2.16.840.1.113883.5.1093,TranslationQuality,The relationship between two concepts (e.g. broader\, narrower),Pending
2.16.840.1.113883.5.1094,MatchAlgorithm,An algorithm used for matching text,Pending
2.16.840.1.113883.6.111,ALT,Alternative Billing Concepts (Altlink). Version 2004\, sixth edition. Contact: Alternative Link LLC; 1065 Main St.\, Bldg. C\, Las Cruces\, NM 88005; phone: (505) 527-0636; http://www.alternativelink.com; mail@alternativelink.com.,Pending
2.16.840.1.113883.6.112,AOD,Alcohol and Other Drug Thesaurus: A Guide to Concepts and Terminology in Substance Abuse and Addiction. 3rd. ed. [4 Volumes.] Bethesda\, MD: National Institute on Alcohol Abuse and Alcoholism (NIAAA) and Center for Substance Abuse Prevention (CSAP)\, 2000,Pending
2.16.840.1.113883.6.113,BI,Beth Israel OMR Clinical Problem List Vocabulary. Version 1.0. Boston (MA): Beth Israel Deaconess Medical Center\, 1999. Contact: Howard Goldberg\, MD.; http://clinquery.bidmc.harvard.edu.,Pending
2.16.840.1.113883.6.114,CCPSS,Canonical Clincial Problem Statement System\, Version 1.0 June 23\, 1999. Contact: sbrown@vumclib.mc.vanderbilt.edu,Pending
2.16.840.1.113883.6.115,CCS,Clinical Classifications Software (CCS). Agency for Healthcare Research and Quality (AHRQ)\, Rockville\, MD. Release Date: April 2003. URL: http://www.ahcpr.gov/data/hcup/ccsfact.htm Phone: 301-594-1364.,Pending
2.16.840.1.113883.6.116,CDT,Version of Current Dental Terminology (CDT) version 4\, included in the Healthcare Common Procedure Coding System (HCPCS).,Pending
2.16.840.1.113883.6.117,COSTAR,Computer-Stored Ambulatory Records (COSTAR). Boston (MA): Massachusetts General Hospital\, 1989-1995.,Pending
2.16.840.1.113883.6.118,CPM,Medical Entities Dictionary (CPM)\, Columbia Presbyterian Medical Center Medical Entities Dictionary. New York (NY): Columbia Presbyterian Medical Center\, 2003,Pending
2.16.840.1.113883.6.119,FMA,Digital Anatomist Foundational Model of Anatomy (FMA),Pending
2.16.840.1.113883.6.12.1,CPTSP,Current Procedural Terminology (CPT)\, Spanish Translation. 4th ed. Chicago (IL): American Medical Association\, 2000. http://www.ama-assn.org.,Pending
2.16.840.1.113883.6.120,CSP,Computer Retrieval of Information on Scientific Projects (CRISP). Bethesda (MD): National Institutes of Health\, Division of Research Grants\, Research Documentation Section\, 2004.,Pending
2.16.840.1.113883.6.122,DDB,Diseases Database 2000. May\, 2000. London (England): Medical Object Oriented Software Enterprises Ltd.\, 2000. Contact: Malcolm Duncan <mhduncan@compuserve.com>; http://www.diseasesdatabase.com/.,Pending
2.16.840.1.113883.6.125,DSM3R,Diagnostic and Statistical Manual of Mental Disorders (DSM-III-R). 3rd ed. rev. Washington (DC): American Psychiatric Association\, 1987.,Pending
2.16.840.1.113883.6.126,DSM4,Diagnostic and Statistical Manual of Mental Disorders (DSM-IV). 4th ed. Washington (DC): American Psychiatric Association\, 1994.,Pending
2.16.840.1.113883.6.127,DXP,DXplain (An expert diagnosis program). Boston (MA): Massachusetts General Hospital\, 1994.,Pending
2.16.840.1.113883.6.128,GO,Gene Ontology: tool for the unification of biology. The Gene Ontology Consortium (2000) Nature Genet. 25: 25-29\, http://www.geneontology.org/#cite_go.,Pending
2.16.840.1.113883.6.129,HCDT,Version of Current Dental Terminology (CDT) version 4\, included in the Healthcare Common Procedure Coding System (HCPCS).,Pending
2.16.840.1.113883.6.130,HCPT,Version of Physicians' Current Procedural Terminology (CPT) included in the Healthcare Common Procedure Coding System (HCPCS)\, 2004.,Pending
2.16.840.1.113883.6.132,HLREL,ICPC2E-ICD10 relationships from Dr. Henk Lamberts (HLREL)\, 1998. University of Amsterdam. Contact: H.Lamberts@AMC.UVA.NL.,Pending
2.16.840.1.113883.6.133,HUGO,HUGO Gene Nomenclature\, HUGO Gene Nomenclature Committee\, Department of Biology\, University College London\, Wolfson House\, 4 Stephenson Way\, London NW1 2HE\, UK. Tel: 44-20-7679-5027 Fax: 44-20-7387-3496 e-mail: nome@galton.ucl.ac.uk,Pending
2.16.840.1.113883.6.135,ICD10AM,International Statistical Classification of Diseases and Related Health Problems\, 10th Revision\, Australian Modification; 2nd Edition\, published January 2000. Developed and Maintained by the National Centre for Classification in Health\, University of Sydn,Pending
2.16.840.1.113883.6.135.1,ICD10AMAE,International Statistical Classification of Diseases and Related Health Problems\, Australian Modification (ICD-10-AM)\, Americanized English Equivalents\, produced by NLM. Bethesda (MD): National Library of Medicine\, UMLS project\, 2000,Pending
2.16.840.1.113883.6.138,ICPC,The International Classification of Primary Care (ICPC). Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.1,ICPCBAQ,The International Classification of Primary Care (ICPC). Basque Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.10,ICPCNOR,The International Classification of Primary Care (ICPC). Norwegian Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.11,ICPCPOR,The International Classification of Primary Care (ICPC). Portuguese Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.12,ICPCSPA,The International Classification of Primary Care (ICPC). Spanish Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.13,ICPCSWE,The International Classification of Primary Care (ICPC). Swedish Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.2,ICPCDAN,The International Classification of Primary Care (ICPC). Danish Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.3,ICPCDUT,The International Classification of Primary Care (ICPC). Dutch Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.4,ICPCFIN,The International Classification of Primary Care (ICPC). Finnish Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.5,ICPCFRE,The International Classification of Primary Care (ICPC). French Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.6,ICPCGER,The International Classification of Primary Care (ICPC). German Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.7,ICPCHEB,The International Classification of Primary Care (ICPC). Hebrew Translation\, Denmark: World Organisation of Family Doctors\, 1993,Pending
2.16.840.1.113883.6.138.8,ICPCHUN,The International Classification of Primary Care (ICPC). Hungarian Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.138.9,ICPCITA,The International Classification of Primary Care (ICPC). Italian Translation. Denmark: World Organisation of Family Doctors\, 1993.,Pending
2.16.840.1.113883.6.139,ICPC2EENG,International Classification of Primary Care / prepared by the Classification Committee of the World Organization of National Colleges\, Academies and Academic Associations of General Practitioners/Family Physicians (WONCA)\, known more briefly as the World,Pending
2.16.840.1.113883.6.139.1,ICPC2EDUT,Hirs\, W.\, H.W. Becker\, C. van Boven\, S.K. Oskam\, I.M. Okkes\, H. Lamberts. International Classification of Primary Care 2E: 2nd ed. electronic. Dutch Translation. Amsterdam: Department of General Practice\, Academic Medical Center/University of Amsterdam\, D,Pending
2.16.840.1.113883.6.139.2,MTHICPC2EAE,Henk Lamberts and Inge Hofmans-Okkes. International Classification of Primary Care 2nd Edition\, Electronic\, 2E\, American English Equivalents. Amsterdam: International Classification of Primary Care / prepared by the Classification Committee of the World O,Pending
2.16.840.1.113883.6.140.1,ICPCPAE,International Classification of Primary Care\, Version 2-Plus\, Australian Modification. Americanized English Equivalents\, January\, 2000. Produced by NLM. Bethesda (MD): National Library of Medicine\, UMLS project,Pending
2.16.840.1.113883.6.140.2,ICPC2P,International Classification of Primary Care\, Version 2-Plus\, Australian Modification. January\, 2000,Pending
2.16.840.1.113883.6.142,ICPC2ICD10ENG,Becker\, H.W.\, C. van Boven\, S.K. Oskam\, I.M. Okkes\, W. Hirs\, H. Lamberts. ICPC2 - ICD10 Thesaurus\, Version March\, 2004. Amsterdam: Project "Adaptation ICPC\, integration and implementation of ICPC2 and ICD10(-CM)." Department of General Practice\, Academic ,Pending
2.16.840.1.113883.6.142.1,ICPC2ICD10DUT,International Classification of Primary Care / prepared by the Classification Committee of the World Organization of National Colleges\, Academies and Academic Associations of General Practitioners/Family Physicians (WONCA)\, known more briefly as the World,Pending
2.16.840.1.113883.6.142.2,MTHICPC2ICD107B,International Classification of Primary Care / prepared by the Classification Committee of the World Organization of National Colleges\, Academies and Academic Associations of General Practitioners/Family Physicians (WONCA)\, known more briefly as the World,Pending
2.16.840.1.113883.6.142.3,MTHICPC2ICD10AE,International Classification of Primary Care / prepared by the Classification Committee of the World Organization of National Colleges\, Academies and Academic Associations of General Practitioners/Family Physicians (WONCA)\, known more briefly as the World,Pending
2.16.840.1.113883.6.158,JABL,Online Congenital Multiple Anomaly/Mental Retardation Syndromes\, 1999.,Pending
2.16.840.1.113883.6.159,LCH,Library of Congress Subject Headings. 12th ed. Washington (DC): Library of Congress\, 1989.,Pending
2.16.840.1.113883.6.160,MBD,MEDLINE Backfiles (1994-1998). Bethesda (MD): National Library of Medicine. Contact: http://www.nlm.nih.gov.,Pending
2.16.840.1.113883.6.161,MCM,Glossary of Methodologic Terms for Clinical Epidemiologic Studies of Human Disorders. Canada: McMaster University\, 1992.,Pending
2.16.840.1.113883.6.162,MDDB,Master Drug Data Base\, 2003,Pending
2.16.840.1.113883.6.163.1,MDRAE,Medical Dictionary for Regulatory Activities Terminology (MedDRA)\, American English Equivalents\, Version 7.0. Bethesda\, MD: National Library of Medicine\, March 1\, 2004  This is the English language version as encapsulated in the UMLS..,Complete
2.16.840.1.113883.6.163.2,MDRDUT,Medical Dictionary for Regulatory Activities Terminology (MedDRA) Version 7.0\, Dutch Edition. International conference on Harmonization of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). Reston\, VA: MedDRA MSSO\, March 1\, 2004  This is the Dutch language version as encapsulated in the UMLS..,Complete
2.16.840.1.113883.6.163.3,MDRFRE,Medical Dictionary for Regulatory Activities Terminology (MedDRA) Version 7.0\, French Edition. International conference on Harmonization of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). Reston\, VA: MedDRA MSSO\, March 1\, 2004  This is the French  language version as encapsulated in the UMLS..,Complete
2.16.840.1.113883.6.163.4,MDRGER,Medical Dictionary for Regulatory Activities Terminology (MedDRA) Version 7.0\, German Edition. International conference on Harmonization of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). Reston\, VA: MedDRA MSSO\, March 1\, 2004  This is the German language version as encapsulated in the UMLS..,Complete
2.16.840.1.113883.6.163.5,MDRPOR,Medical Dictionary for Regulatory Activities Terminology (MedDRA) Version 7.0\, Portuguese Edition. International conference on Harmonization of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). Reston\, VA: MedDRA MSSO\, March 1\, 2004.  This is the Portuguese language version as encapsulated in the UMLS..,Complete
2.16.840.1.113883.6.163.6,MDRSPA,Medical Dictionary for Regulatory Activities Terminology (MedDRA) Version 7.0\, Spanish Edition. International conference on Harmonization of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). Reston\, VA: MedDRA MSSO\, March 1\, 2004.  This is the Spanish language version as encapsulated in the UMLS..,Complete
2.16.840.1.113883.6.164,MDREX,Medical Dictionary for Regulatory Activities Terminology (MedDRA)\, with expanded abbreviations\, Version 7.0. Bethesda\, MD: National Library of Medicine\, March 1\, 2004.,Complete
2.16.840.1.113883.6.164.1,MDREA,Medical Dictionary for Regulatory Activities Terminology (MedDRA)\, American English Equivalents with expanded abbreviations\, Version 7.0. Bethesda\, MD: National Library of Medicine\, March 1\, 2004.,Complete
2.16.840.1.113883.6.165,MTHMDRSPA,Metathesaurus Forms of Medical Dictionary for Regulatory Activities Terminology (MedDRA) Version 7.0\, Spanish Edition. Bethesda\, MD: National Library of Medicine\, March 2004.,Complete
2.16.840.1.113883.6.172,MED,MEDLINE Current Files (1999-2004). Bethesda (MD): National Library of Medicine. Contact: http://www.nlm.nih.gov.,Pending
2.16.840.1.113883.6.173,MEDLINEPLUS,MedlinePlus Health Topics. Bethesda (MD): National Library of Medicine\, August 14\, 2004.,Pending
2.16.840.1.113883.6.174,MIM,Online Mendelian Inheritance in Man (OMIM). Baltimore (MD): Johns Hopkins University\, Center for Biotechnology Information\, 1994.,Pending
2.16.840.1.113883.6.175,MMSL,Medisource Lexicon. Multum Information Services\, Inc.\, Denver\, CO. Release Date: March 1\, 2004. URL: http://www.multum.com/ Phone: 888-633-4772 x1420.,Pending
2.16.840.1.113883.6.176,MMX,Micromedex DRUGDEX\, 2001. URL: http://www.micromedex.com/ Phone: 800-525-9083.,Pending
2.16.840.1.113883.6.177,MSH,Medical Subject Headings (MeSH). Bethesda (MD): National Library of Medicine\, 2004,Pending
2.16.840.1.113883.6.177.1,MSHCZE,Czech translation of Medical Subject Headings (MeSH) 2003. Prague: Dept. of Bibliography\, National Library of Medicine\, 2003.,Pending
2.16.840.1.113883.6.177.10,MSHSPA,Descriptores en Ciencias de la Salud [Spanish translation of Medical Subject Headings (MeSH)]\, 2004. Sao Paulo: Latin American and Caribbean Center on Health Sciences Information. BIREME/PAHO/WHO\, 2004.,Pending
2.16.840.1.113883.6.177.11,MSHSWE,Swedish translation of Medical Subject Headings (MeSH)\, 2004. Stockholm: Karolinska Institutet\, 2004.,Pending
2.16.840.1.113883.6.177.2,MSHDUT,Nederlandse vertaling van MeSH [Dutch translation of MeSH)\, 2004. Amsterdam: Nederlands Tijdschrift voor Geneeskunde [Dutch Journal of Medicine]\, 2004.,Pending
2.16.840.1.113883.6.177.3,MSHFIN,Finnish translations of Medical Subject Headings (MeSH)\, 2004. Helsinki: Finnish Medical Society Duodecim\, 2004.,Pending
2.16.840.1.113883.6.177.4,MSHFRE,Thesaurus Biomedical Francais/Anglais [French translation of MeSH]\, 2004. Paris: Institut National de la Sante et Recherche Medicale\, 2004.,Pending
2.16.840.1.113883.6.177.5,MSHGER,German translation of Medical Subject Headings (MeSH)\, 2004. Cologne: Deutsches Institut fur Medizinische Dokumentation und Information\, 2004.,Pending
2.16.840.1.113883.6.177.6,MSHITA,Italian translation of Medical Subject Headings (MeSH)\, 2004. Rome: Istituto Superiore di Sanita\, Settore Documentazione\, 2004.,Pending
2.16.840.1.113883.6.177.7,MSHJPN,JAMAS Japanese Medical Thesaurus (JJMT). Tokyo: Japan Medical Abstracts Society; Igaku-Chuo-Zasshi\, 2004.,Pending
2.16.840.1.113883.6.177.8,MSHPOR,Descritores em Ciencias da Saude [Portuguese translation of Medical Subject Headings (MeSH)]\, 2004. Sao Paulo (Brazil): Latin American and Caribbean Center on Health Sciences Information. BIREME/PAHO/WHO\, 2004.,Pending
2.16.840.1.113883.6.177.9,MSHRUS,Russian Translation of Medical Subject Headings (MeSH). Moscow: State Central Scientific Medical Library\, 2004,Pending
2.16.840.1.113883.6.189,MTH,UMLS Metathesaurus. Bethesda\, MD: National Library of Medicine.,Pending
2.16.840.1.113883.6.190,MTHCH,Metathesaurus Hierarchical CPT Terms. Bethesda\, MD: National Library of Medicine\, 2004,Pending
2.16.840.1.113883.6.191,MTHFDA,Metathesaurus Forms of FDA National Drug Code Directory\, 2004_01. Bethesda\, MD: National Library of Medicine\, 2004.,Pending
2.16.840.1.113883.6.192,MTHHH,Metathesaurus Hierarchical HCPCS Terms (These terms were created by the NLM to provide contextual information for HCPCS). Bethesda\, MD: National Library of Medicine\, 2004.,Pending
2.16.840.1.113883.6.193,MTHICD9,Metathesaurus additional entry terms for ICD-9-CM [computer file]: international classification of diseases\, ninth revision\, clinical modification. Version 22. Bethesda\, MD: U.S. Dept. of Health and Human Services\, Public Health Service\, National Institut,Pending
2.16.840.1.113883.6.198,MTHMST,Metathesaurus Version of Minimal Standard Terminology Digestive Endoscopy. Bethesda\, MD: National Library of Medicine\, 2001.,Pending
2.16.840.1.113883.6.198.1,MTHMSTFRE,Metathesaurus Version of Minimal Standard Terminology Digestive Endoscopy\, French Translation. Bethesda\, MD: National Library of Medicine\, 2001.,Pending
2.16.840.1.113883.6.198.2,MTHMSTITA,Metathesaurus Version of Minimal Standard Terminology Digestive Endoscopy\, Italian Translation. Bethesda\, MD: National Library of Medicine\, 2001.,Pending
2.16.840.1.113883.6.201,MTHPDQ,Metathesaurus Forms of Physician Data Query (PDQ)\, 2004. Bethesda\, MD: National Library of Medicine\, 2004.,Pending
2.16.840.1.113883.6.202,MTHSCT,Metathesaurus forms of SNOMED Clinical Terms. Bethesda (MD): National Library of Medicine\, July 31\, 2004.,Pending
2.16.840.1.113883.6.202.1,MTHSCTSPA,Metathesaurus forms of Spanish SNOMED Clinical Terms. Bethesda (MD): National Library of Medicine\, April 30\, 2004.,Pending
2.16.840.1.113883.6.204,NAN,Sparks Ralph\, Sheila\, Craft-Rosenberg\, Martha\, Herdman\, T. Heather\, Lavin\, Mary Ann\, editors. NANDA nursing diagnoses: definitions and classification 2003-2004. Philadelphia: NANDA International\, 2003.,Pending
2.16.840.1.113883.6.205,NCBI,NCBI Taxonomy. National Center for Biotechnology Information\, National Library of Medicine\, Bethesda\, MD\, 2001. http://www.ncbi.nlm.nih.gov/Taxonomy/,Pending
2.16.840.1.113883.6.206,NCI,NCI Thesaurus\, 2004. Bethesda\, MD: National Cancer Institute\, National Institutes of Health\, July 2004.,Pending
2.16.840.1.113883.6.207,NCISEER,NCI Surveillance\, Epidemiology\, and End Results (SEER) conversions between ICD-9-CM and ICD-10 neoplasm codes. National Cancer Institute\, Bethesda\, MD. Release Date: June 1999. URL: http://www-seer.ims.nci.nih.gov/Admin/ConvProgs/ Phone: 301-496-8510.,Pending
2.16.840.1.113883.6.208,NDDF,National Drug Data File Plus Source Vocabulary 2004. San Bruno\, CA: First DataBank\, March 11\, 2004.,Pending
2.16.840.1.113883.6.209,NDFRT,National Drug File - Reference Terminology\, 2004_01. Washington\, DC: U.S. Department of Veterans Affairs\, Veterans Health Administration\, January 2004.,Pending
2.16.840.1.113883.6.210,NEU,Bowden\, Douglas M.\, Martin\, Richard F.\, Dubach\, Joev G. Neuronames Brain Hierarchy. Seattle (WA): University of Washington\, Primate Information Center\, 1999. http://rprcsgi.rprc.washington.edu/neuronames/,Pending
2.16.840.1.113883.6.211,NLM-MED,National Library of Medicine (NLM) Medline Data. Bethesda (MD): National Library of Medicine. Contact: http://www.nlm.nih.gov.,Pending
2.16.840.1.113883.6.212,PCDS,Ozbolt\, Judy Grace. Patient Data Care Set (PCDS)\, Version 4.0\, 1998.Contact: judy.ozbolt@mcmail.vanderbilt.edu; Vanderbilt University School of Nursing; 400-C Godchaux Hall; Nashville\, TN 37240-0008; Telephone 615-343-3291,Pending
2.16.840.1.113883.6.213,PDQ,Physician Data Query (PDQ). Bethesda\, MD: National Cancer Institute\, 2004.,Pending
2.16.840.1.113883.6.214,PPAC,Pharmacy Practice Activity Classification (PPAC). Version 1. Washington (DC): American Pharmaceutical Association\, 1998.,Pending
2.16.840.1.113883.6.215,PSY,Thesaurus of Psychological Index Terms\, Ninth Edition. Washington (DC): American Psychological Association\, 2001.,Pending
2.16.840.1.113883.6.216,QMR,Quick Medical Reference (QMR). San Bruno (CA): First DataBank\, 1997.,Pending
2.16.840.1.113883.6.217,RAM,QMR clinically related terms from Randolf A. Miller\, 1999.,Pending
2.16.840.1.113883.6.220,RCDSY,Synthesized Read terms (without initial bracketed letters) of the Clinical Terms Version 3 (Q1\, 1999)\, produced by NLM. Bethesda (MD): National Library of Medicine\, UMLS project\, 1999.,Pending
2.16.840.1.113883.6.220.1,RCDSA,American English equivalent of synthesized terms from the Clinical Terms Version 3 (Q1\, 1999)\, produced by NLM. Bethesda (MD): National Library of Medicine\, UMLS project\, 1999.,Pending
2.16.840.1.113883.6.220.2,RCDAE,American English equivalent of the Clinical Terms Version 3 (Q1\, 1999)\, produced by NLM. Bethesda (MD): National Library of Medicine\, UMLS project\, 1999.,Pending
2.16.840.1.113883.6.224,SPN,Standard Product Nomenclature (SPN). Rockville\, (MD); U.S. Food and Drug Administration\, 2003,Pending
2.16.840.1.113883.6.226,ULT,Bell\, Douglas. Ultrasound Structured Attribute Reporting (UltraSTAR). Boston (MA): Brigham & Womens Hospital\, 1993.,Pending
2.16.840.1.113883.6.227,UMD,UniversalMedical Device Nomenclature System: Product Category Thesaurus. Plymouth Meeting (PA): ECRI\, 2004.,Pending
2.16.840.1.113883.6.227.1,DMDUMD,Die Nomenklatur fuer Medizinprodukte UMDNS [German translation of UMDNS]. Germany: Deutsches Institut fuer Medizinische Dokumentation und Information\, 1996.,Pending
2.16.840.1.113883.6.228,UWDA,University of Washington Digital Anatomist\, (UWDA). Seattle (WA): University of Washinton\, Version 1.7.3\, March\, 2003. Jose Mejino\, M.D.; email: onard@biostr.washington.edu,Pending
2.16.840.1.113883.6.229,VANDF,U.S. Department of Veterns Affairs\, Veterans Health Administration National Drug File. Department of Veterans Affairs\, Washington\, DC. URL: http://www.vapbm.org/PBM/natform.htm,Pending
2.16.840.1.113883.6.230,WHO,WHO Adverse Drug Reaction Terminology (WHOART). Uppsala (Sweden): WHO Collaborating Centre for International Drug Monitoring\, 1997.,Pending
2.16.840.1.113883.6.230.1,WHOFRE,WHO Adverse Drug Reaction Terminology (WHOART). French Translation. Uppsala (Sweden): WHO Collaborating Centre for International Drug Monitoring\, 1997.,Pending
2.16.840.1.113883.6.230.2,WHOGER,WHO Adverse Drug Reaction Terminology (WHOART). German Translation. Uppsala (Sweden): WHO Collaborating Centre for International Drug Monitoring\, 1997.,Pending
2.16.840.1.113883.6.230.3,WHOPOR,WHO Adverse Drug Reaction Terminology (WHOART). Portuguese Translation. Uppsala (Sweden): WHO Collaborating Centre for International Drug Monitoring\, 1997.,Pending
2.16.840.1.113883.6.230.4,WHOSPA,WHO Adverse Drug Reaction Terminology (WHOART). Spanish Translation. Uppsala (Sweden): WHO Collaborating Centre for International Drug Monitoring\, 1997.,Pending
2.16.840.1.113883.6.3.1,ICD10AE,International Statistical Classification of Diseases and Related Health Problems (ICD-10): Americanized Version. 10th rev. Geneva (Switzerland): World Health Organization\, 1998.,Pending
2.16.840.1.113883.6.3.2,ICD10DUT,Hirs\, W.\, H.W. Becker\, C. van Boven\, S.K. Oskam\, I.M. Okkes\, H. Lamberts. ICD-10\, Dutch Translation\, 200403. Amsterdam: Department of General Practice\, Academic Medical Center/University of Amsterdam\, Dutch College of General Practitioners (NHG)\, March 20,Pending
2.16.840.1.113883.6.3.3,DMDICD10,Internationale Klassifikation der Krankheiten 10 [German translation of ICD10]. Germany: Deutsches Institut fuer Medizinische Dokumentation und Information\, 1998.,Pending
2.16.840.1.113883.6.96.1,SCTSPA,College of American Pathologists\, SNOMED Clinical Terms\, Spanish Language Edition\, April 30\, 2004. SNOMED International\, 325 Waukegan Road\, Northfield\, IL 60093-2750. Phone: 800-323-4040 ext. 7700. Email: snomed@cap.org. URL: http://www.snomed.org,Pending
2.16.840.1.113883.6.121,IETF3066,IETF Network Working Group RFC 3066 - Tags for the Identification of Langugages\, Alverstrand\, 2001.  (Obsoletes IETF 1766),Pending
2.16.840.1.113883.6.231,US ZIPCODES,Coding system of defined postal zip codes for the United States of America.,Complete
2.16.840.1.113883.6.232,SIC,The Standard Industrial Classification Codes that appear in a company's disseminated EDGAR filings indicate the company's type of business. These codes are also used in the Division of Corporation Finance as a basis for assigning review responsibility for the company's filings. For example\, a company whose business was Metal Mining (SIC 1000) would have its filings reviewed by staffers in A/D Office 4.,Complete
2.16.840.1.113883.6.234,AHFS,The AHFS Pharmacologic-Therapeutic Classification has been in use in hospitals in the United States since its inception in 1959. An integral part of the American Hospital Formulary Service\, the AHFS classification allows the grouping of drugs with similar pharmacologic\, therapeutic\, and/or chemical characteristics. Today\, the AHFS classification is used by many people outside of hospitals.,Complete
2.16.840.1.113883.5.1096,QueryParameterValue,The domain of coded values used as parameters within QueryByParameter queries.,Pending
2.16.840.1.113883.5.1097,HL7StandardVersionCode,HL7StandardVersionCode,Complete
2.16.840.1.113883.5.1098,StyleType,StyleType,Complete
2.16.840.1.113883.5.1099,ActRelationshipSubset,ActRelationshipSubset,Complete
2.16.840.1.113883.6.235,CSAID,CAN/CSA-Z795-96,Complete
2.16.840.1.113883.6.238,PH_RaceAndEthnicity_CDC,Codes for Race\, authored and maintained by the CDC,Complete
2.16.840.1.113883.19.6.1,SpecialArrangement,A code indicating the type of special arrangements provided for a patient encounter (e.g.\, wheelchair\, stretcher\, interpreter\, attendant\, seeing eye dog). For encounters in intention moods\, this information can be used to identify special arrangements that will need to be made for the incoming patient.,Pending
2.16.840.1.113883.19.7.1,Artefact Type: HL7 V3 Message,This OID identifies an artefact as an HL7 V3 message.  Used as a root\, in conjuntion with the V3 artefact ID\, it identifies the message within the directory catalogue for removable media transport.,Pending
2.16.840.1.113883.6.247,ETHNICITY,Relating to large groups of people classed according to common racial\, national\, tribal\, religious\, or cultural origin or background,Pending
2.16.840.1.113883.19.8.1,Artefact Type: HL7 V2 Message,This OID identifies an artefact as an HL7 V2 message.  Used as a root\, in conjuntion with components 1 and 2 of MSH-9\, it identifies the message within the directory catalogue for removable media transport.,Pending
2.16.840.1.113883.19.9.1,Artefact Type: CDA Document,This OID identifies an artefact as an HL7 CDA document.  Used as a root\, in conjuntion with the CDA document ID\, it identifies the document within the directory catalogue for removable media transport.,Pending
