18432-5,Tetrahydrocannabinol,ACnc,Pt,Stool,Ord,Screen,,,THC Stl Ql Scn,
18433-3,1\,3-dichlorobenzene,MCnc,Pt,Bld,Qn,,,DEL,Deprecated 1\,3DCB Bld-mCnc,
18434-1,1\,2-dichlorobenzene,MCnc,Pt,Bld,Qn,,,,1\,2DCB Bld-mCnc,
18435-8,Sufentanil,ACnc,Pt,Urine,Ord,,,,Sufentanil Ur Ql,
18436-6,Acetylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Acetylcarn SerPl-mCnc,
18437-4,Propenoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Propenoylcarn SerPl-mCnc,
18438-2,Propionylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Propionylcarn SerPl-mCnc,
18439-0,Butyrylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Butyrylcarn SerPl-mCnc,
1844-0,Ammonium ion,SCnc,Pt,BldA,Qn,,,,Ammonium Ion BldA-sCnc,
18440-8,Crotonylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Crotonylcarn SerPl-mCnc,
18441-6,Isovalerylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Isovalerylcarn SerPl-mCnc,
18442-4,3-hydroxybutyrylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,3OH-Butyrcarn SerPl-mCnc,
18443-2,Hexanoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Hexanoylcarn SerPl-mCnc,
18444-0,3-hydroxyisovalerylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,3OH-Isovalerylcarn SerPl-mCnc,
18445-7,Benzoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Benzoylcarn SerPl-mCnc,
18446-5,Methylmalonylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Me-malonylcarn SerPl-mCnc,
18447-3,Octenoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Octenoylcarn SerPl-mCnc,
18448-1,Octanoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Octanoylcarn SerPl-mCnc,
18449-9,Glutarylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Glutarylcarn SerPl-mCnc,
18450-7,Adipoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Adipoylcarn SerPl-mCnc,
18451-5,cis-4-decenoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Cis4Decenoylcarn SerPl-mCnc,
18452-3,Decanoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Decanoylcarn SerPl-mCnc,
18453-1,Suberylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Suberylcarn SerPl-mCnc,
18454-9,Dodecenoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Dodecenoylcarn SerPl-mCnc,
18455-6,Dodecanoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Dodecanoylcarn SerPl-mCnc,
18456-4,Tetradecadienoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Tdecadienoylcarn SerPl-mCnc,
1845-7,Ammonium ion,SCnc,Pt,Plas,Qn,,,,Ammonium Ion Plas-sCnc,
18457-2,Tetradecenoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Tdecenoylcarn SerPl-mCnc,
18458-0,3-hydroxytetradecadienoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,3OH-Tdecadienoylcar SerPl-mCnc,
18459-8,3-hydroxytetradecenoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,3OH-Tdecenoylcarn SerPl-mCnc,
18460-6,Palmitoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Palmitoylcarn SerPl-mCnc,
18461-4,3-hydroxypalmitoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,3OH-Palmitoylcarn SerPl-mCnc,
18462-2,Linoleoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Linoleoylcarn SerPl-mCnc,
18463-0,Oleoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Oleoylcarn SerPl-mCnc,
18464-8,3-hydroxylinoleoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,3OH-Linoleoylcarn SerPl-mCnc,
1846-5,Amylo-1\,6-glucosidase,CCnc,Pt,RBC,Qn,,,,AGL RBC-cCnc,
18465-5,3-hydroxyoleoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,3OH-Oleoylcarn SerPl-mCnc,
18466-3,Dicarboxyoleoylcarnitine,MCnc,Pt,Ser/Plas,Qn,,,,Dicarboxyoleoylcarn SerPl-mCnc,
18467-1,Venlafaxine,MCnc,Pt,Urine,Qn,,,,Venlafaxine Ur-mCnc,
18468-9,Aspergillus fumigatus Ab,ACnc,Pt,CSF,Ord,,,,A fumigatus Ab CSF Ql,
18469-7,Methyclothiazide,MCnc,Pt,Ser/Plas,Qn,,,,Methyclothiazide SerPl-mCnc,
18470-5,Norclomipramine,MCnc,Pt,Urine,Qn,,,,Norclomipramine Ur-mCnc,
18471-3,Metoclopramide,MCnc,Pt,Urine,Qn,,,,Metoclopramide Ur-mCnc,
18472-1,Organophosphate pesticides,Prid,Pt,Urine,Nom,,,,OP Pesticides Ur,
1847-3,Amyloid associated protein,MCnc,Pt,Ser,Qn,,,,AA Prot Ser-mCnc,
18473-9,Hydromorphone,ACnc,Pt,Urine,Ord,Confirm,,,Hydromorphone Ur Ql Cfm,
18474-7,HER2 Ag,ACnc,Pt,Tiss,Ord,Immune stain,,,Her2 Ag Tissue Ql ImStn,
18475-4,Phenylalanine/Creatinine,ScRto,Pt,Urine,Qn,,,,Phe/creat Ur-sRto,
18476-2,Uroporphyrinogen decarboxylase,ACnc,Pt,RBC,Ord,,,,URO-D RBC Ql,
18477-0,Lithium,SRat,24H,Urine,Qn,,,,Lithium 24H Ur-sRate,
18478-8,Human papilloma virus 16+18 DNA,ACnc,Pt,Tiss,Ord,Probe,,,HPV16+18 DNA Tissue Ql Prb,
18479-6,Human papilloma virus 31+35+51 DNA,ACnc,Pt,Tiss,Ord,Probe,,,HPV31+35+51 DNA Tissue Ql Prb,
18480-4,Human papilloma virus 6+11 DNA,ACnc,Pt,Tiss,Ord,Probe,,,HPV6+11 DNA Tissue Ql Prb,
1848-1,Androstanolone,MCnc,Pt,Ser/Plas,Qn,,,,Androstanolone SerPl-mCnc,
18481-2,Streptococcus pyogenes Ag,ACnc,Pt,Thrt,Ord,,,,S pyog Ag Throat Ql,
18482-0,Yeast,ACnc,Pt,XXX,Ord,Organism specific culture,,,Yeast XXX Ql Cult,
18483-8,Yeast,ACnc,Pt,Gen,Ord,Organism specific culture,,,Yeast Genital Ql Cult,
18484-6,Ku Ab,ACnc,Pt,Ser,Ord,,,,Ku Ab Ser Ql,
18485-3,Mi-2 Ab,ACnc,Pt,Ser,Ord,,,,MI2 Ab Ser Ql,
18486-1,Methylenediamine,ACnc,Pt,Urine,Ord,,,,Me-enediam Ur Ql,
18487-9,Broad casts,Naric,Pt,Urine sed,Qn,Microscopy.light.LPF,,,Broad Casts UrnS Qn LPF,
18488-7,Calcium,MCnc,24H,Urine,Qn,,,,Calcium 24H Ur-mCnc,
18489-5,Valproate.protein bound,MCnc,Pt,Ser/Plas,Qn,,,,PB Valproate SerPl-mCnc,
18490-3,Chlamydia trachomatis G+F+K Ab.IgA,Titr,Pt,Ser,Qn,IF,,,C trach G+F+K IgA Titr Ser IF,
18491-1,Chlamydia trachomatis G+F+K Ab.IgG,Titr,Pt,Ser,Qn,IF,,,C trach G+F+K IgG Titr Ser IF,
18492-9,Chlamydia trachomatis G+F+K Ab.IgM,Titr,Pt,Ser,Qn,IF,,,C trach G+F+K IgM Titr Ser IF,
18493-7,Ova+Parasites identified^3rd specimen,Prid,Pt,Stool,Nom,Concentration,,,O+P sp3 Stl Conc,
18494-5,Ova+Parasites identified^2nd specimen,Prid,Pt,Stool,Nom,Concentration,,,O+P sp2 Stl Conc,
18495-2,Ova+Parasites identified^3rd specimen,Prid,Pt,Stool,Nom,Trichrome stain,,,O+P sp3 Stl Tri Stn,
1850-7,Androstanediol,MCnc,Pt,Urine,Qn,,,,Androstanediol Ur-mCnc,
18507-4,QRS axis.horizontal plane,Angle,Pt,Reference beat,Qn,EKG,,,,
18508-2,R wave axis.horizontal plane,Angle,Pt,Heart,Qn,EKG,,,,
18509-0,T wave axis.horizontal plane,Angle,Pt,Reference beat,Qn,EKG,,,,
18510-8,ST segment axis.horizontal plane,Angle,Pt,Heart,Qn,EKG,,,,
18511-6,P wave onset,Time,Pt,Reference beat,Qn,EKG,,,,
18512-4,P wave offset,Time,Pt,Reference beat,Qn,EKG,,,,
18513-2,QRS onset,Time,Pt,Reference beat,Qn,EKG,,,,
18514-0,QRS offset,Time,Pt,Reference beat,Qn,EKG,,,,
1851-5,Androstenedione,MCnc,Pt,Amnio fld,Qn,,,,Androst Amn-mCnc,
18515-7,T wave offset,Time,Pt,Reference beat,Qn,EKG,,,,
18516-5,P wave axis.frontal plane,Angle,Pt,Reference beat,Qn,EKG,,,,
18517-3,QRS axis.frontal plane,Angle,Pt,Reference beat,Qn,EKG,,,,
18518-1,T wave axis.frontal plane,Angle,Pt,Reference beat,Qn,EKG,,,,
18519-9,Reference beat,Type,Pt,Reference beat,Nom,EKG,,,,
18520-7,PR interval,Time,Pt,Lead AVF,Qn,EKG,,,,
18521-5,PR interval,Time,Pt,Lead AVL,Qn,EKG,,,,
18522-3,PR interval,Time,Pt,Lead AVR,Qn,EKG,,,,
1852-3,Androstenedione,MCnc,Pt,BldC,Qn,,,,Androst BldC-mCnc,
18523-1,PR interval,Time,Pt,Lead I,Qn,EKG,,,,
18524-9,PR interval,Time,Pt,Lead II,Qn,EKG,,,,
18525-6,PR interval,Time,Pt,Lead III,Qn,EKG,,,,
18526-4,PR interval,Time,Pt,Lead V1,Qn,EKG,,,,
18527-2,PR interval,Time,Pt,Lead V2,Qn,EKG,,,,
18528-0,PR interval,Time,Pt,Lead V3,Qn,EKG,,,,
18529-8,PR interval,Time,Pt,Lead V4,Qn,EKG,,,,
18530-6,PR interval,Time,Pt,Lead V5,Qn,EKG,,,,
1853-1,Androstenedione,MCnc,Pt,Semen,Qn,,,,Androst Smn-mCnc,
18531-4,PR interval,Time,Pt,Lead V6,Qn,EKG,,,,
18532-2,QT interval,Time,Pt,Lead AVF,Qn,EKG,,,,
18533-0,QT interval,Time,Pt,Lead AVL,Qn,EKG,,,,
18534-8,QT interval,Time,Pt,Lead AVR,Qn,EKG,,,,
18535-5,QT interval,Time,Pt,Lead I,Qn,EKG,,,,
18536-3,QT interval,Time,Pt,Lead II,Qn,EKG,,,,
18537-1,QT interval,Time,Pt,Lead III,Qn,EKG,,,,
18538-9,QT interval,Time,Pt,Lead V1,Qn,EKG,,,,
18539-7,QT interval,Time,Pt,Lead V2,Qn,EKG,,,,
18540-5,QT interval,Time,Pt,Lead V3,Qn,EKG,,,,
18541-3,QT interval,Time,Pt,Lead V4,Qn,EKG,,,,
18542-1,QT interval,Time,Pt,Lead V5,Qn,EKG,,,,
18543-9,QT interval,Time,Pt,Lead V6,Qn,EKG,,,,
18544-7,ST amplitude.J point+20 ms,Elpot,Pt,Lead AVF,Qn,EKG,,,,
18545-4,ST amplitude.J point+20 ms,Elpot,Pt,Lead AVL,Qn,EKG,,,,
18546-2,ST amplitude.J point+20 ms,Elpot,Pt,Lead AVR,Qn,EKG,,,,
18547-0,ST amplitude.J point+20 ms,Elpot,Pt,Lead I,Qn,EKG,,,,
18560-3,ST amplitude.J point+60 ms,Elpot,Pt,Lead II,Qn,EKG,,,,
18561-1,ST amplitude.J point+60 ms,Elpot,Pt,Lead III,Qn,EKG,,,,
18562-9,ST amplitude.J point+60 ms,Elpot,Pt,Lead V1,Qn,EKG,,,,
18563-7,ST amplitude.J point+60 ms,Elpot,Pt,Lead V2,Qn,EKG,,,,
1856-4,Androsterone,MCnc,Pt,Ser/Plas,Qn,,,,Androsterone SerPl-mCnc,
18564-5,ST amplitude.J point+60 ms,Elpot,Pt,Lead V3,Qn,EKG,,,,
18565-2,ST amplitude.J point+60 ms,Elpot,Pt,Lead V4,Qn,EKG,,,,
18566-0,ST amplitude.J point+60 ms,Elpot,Pt,Lead V5,Qn,EKG,,,,
18567-8,ST amplitude.J point+60 ms,Elpot,Pt,Lead V6,Qn,EKG,,,,
18568-6,ST amplitude.J point+80 ms,Elpot,Pt,Lead AVF,Qn,EKG,,,,
18569-4,ST amplitude.J point+80 ms,Elpot,Pt,Lead AVL,Qn,EKG,,,,
18570-2,ST amplitude.J point+80 ms,Elpot,Pt,Lead AVR,Qn,EKG,,,,
18571-0,ST amplitude.J point+80 ms,Elpot,Pt,Lead I,Qn,EKG,,,,
1857-2,Angiotensin converting enzyme,CCnc,Pt,Bld,Qn,,,,ACE Bld-cCnc,
18572-8,ST amplitude.J point+80 ms,Elpot,Pt,Lead II,Qn,EKG,,,,
18573-6,ST amplitude.J point+80 ms,Elpot,Pt,Lead III,Qn,EKG,,,,
18574-4,ST amplitude.J point+80 ms,Elpot,Pt,Lead V1,Qn,EKG,,,,
18575-1,ST amplitude.J point+80 ms,Elpot,Pt,Lead V2,Qn,EKG,,,,
18576-9,ST amplitude.J point+80 ms,Elpot,Pt,Lead V3,Qn,EKG,,,,
18577-7,ST amplitude.J point+80 ms,Elpot,Pt,Lead V4,Qn,EKG,,,,
18578-5,ST amplitude.J point+80 ms,Elpot,Pt,Lead V5,Qn,EKG,,,,
18579-3,ST amplitude.J point+80 ms,Elpot,Pt,Lead V6,Qn,EKG,,,,
1858-0,Angiotensin I,MCnc,Pt,Plas,Qn,,,,Angiotensin I Plas-mCnc,
18580-1,Origination site,Type,Pt,EMS transport,Nom,,,,,
18581-9,Origination site,Addr,Pt,EMS transport,Nom,,,,,
18582-7,Destination site,Type,Pt,EMS transport,Nom,,,,,
18583-5,Destination site,Addr,Pt,EMS transport,Nom,,,,,
18584-3,Body weight^at EMS transport,Cmplx,Pt,^Patient,Set,,,,,
18588-4,Purpose of stretcher,Find,Pt,EMS transport,Nar,,,,,
18589-2,Admitted at destination facility,Arb,Pt,EMS transport,Ord,,,,,
185-9,Ciprofloxacin,Susc,Pt,Isolate,OrdQn,MIC,,,Ciprofloxacin Islt MIC,
18591-8,Confined to bed^before EMS transport,Find,Pt,^Patient,Ord,,,,,
18592-6,Confined to bed^after EMS transport,Find,Pt,^Patient,Ord,,,,,
18593-4,Discharged from origin institution,Find,Pt,EMS transport,Ord,,,,,
18594-2,Rehabilitation.psychiatric claims attachment,Cmplx,Pt,^Patient,Set,,,,,
1859-8,Angiotensin II,MCnc,Pt,CSF,Qn,,,,Angiotensin II CSF-mCnc,
18598-3,Control number identification.claims attachment,ID,Pt,^Patient,Nom,,,,,
18600-7,Primary practitioner ID,ID,Pt,Provider,Nom,,,,,
18601-5,Primary practitioner profession,Type,Pt,Provider,Nom,,,,,
18602-3,ED practitioner ID,ID,Pt,Provider,Nom,,,,,
18605-6,Medication.current,Cmplx,Pt,^Patient,Set,Reported,,,,
1860-6,Angiotensin II,MCnc,Pt,Plas,Qn,,,,Angiotensin II Plas-mCnc,
18606-4,Name + ID,ID,Pt,Medication.current,Nom,,,,,
18607-2,Medication XXX,Dosage,Pt,Medication.current,Qn,,,,,
18608-0,Timing + Quantity,TQ2,Pt,Medication.current,Qn,,,,,
18609-8,Route,Prid,Pt,Medication.current,Nom,,,,,
18610-6,Medication.administered,Cmplx,Pt,^Patient,Set,,,,,
18611-4,Name + ID,ID,Pt,Medication.administered,Nom,,,,,
18612-2,Route,Prid,Pt,Medication.administered,Nom,,,,,
1861-4,Angiotensinogen,MCnc,Pt,Plas,Qn,,,,Angiotensinogen Plas-mCnc,
18614-8,Timing,TQ2,Pt,Medication.administered,Qn,,,,,
18615-5,Medication XXX,Dosage,Pt,Medication.administered,Qn,,,,,
18616-3,Strength,Prid,Pt,Medication.administered,Nom,,,,,
18617-1,Medication.discharge,Cmplx,Pt,^Patient,Set,,,,,
18618-9,Name + ID,ID,Pt,Medication.discharge,Nom,,,,,
18619-7,Medication XXX,Dosage,Pt,Medication.discharge,Qn,,,,,
18620-5,Timing + Quantity,TQ2,Pt,Medication.discharge,Qn,,,,,
18621-3,Route,Prid,Pt,Medication.discharge,Nom,,,,,
1862-2,Aniline,MCnc,Pt,Ser/Plas,Qn,,,,Aniline SerPl-mCnc,
18622-1,Amount dispensed,Num,Pt,Medication.discharge,Qn,,,,,
18623-9,Refills,Num,Pt,Medication.discharge,Qn,,,,,
18624-7,ED problem,Find,Pt,^Patient,Nar,Reported,,,,
18626-2,New/Revised,Type,Pt,Psychiatric rehabilitation treatment plan,Ord,,700=ORIGINAL;701=UPDATED,,,
18627-0,Date.onset or exacerbation,TmStp,Pt,Primary Dx for psychiatric rehabilitation treatment plan,Qn,,,,,
18628-8,Date.start,TmStp,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
18629-6,Clinical discipline,Type,Pt,Psychiatric rehabilitation treatment plan,Nom,,SN=SKILLED NURSING;OT=OCCUPATIONAL THERAPY;CR=CARDIAC REHAB;PS=PSYCHIATRIC;PT=PHYSICAL THERAPY;MS=MEDICAL SOCIAL SERVICES;RT=RESPIRATORY THERAPY;ALCOHOL/SUBSTANCE ABUSE,DEL,,
1863-0,Anion gap 4,SCnc,Pt,Ser/Plas,Qn,,,,Anion Gap4 SerPl-sCnc,
18630-4,Diagnosis.primary,Imp,Pt,^Patient,Nom,,,,,
18631-2,Diagnosis.addressed by plan,Imp,Pt,Psychiatric rehabilitation treatment plan,Set,,,,,
18632-0,Author of treatment plan,Cmplx,Pt,Psychiatric rehabilitation treatment plan,Set,,,,,
18633-8,Author name,Pn,Pt,Psychiatric rehabilitation treatment plan,Nom,,,,,
18634-6,Author profession,Prid,Pt,Psychiatric rehabilitation treatment plan,Nom,,,,,
18635-3,Signature date,TmStp,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
18637-9,Visit frequency,TQ2,Pt,Psychiatric rehabilitation treatment plan,Ord,,DA=DAY;WK=WEEK;MO=MONTH;Q=QUARTER;PRN=AS NEEDED,,,
18638-7,Visit duration,Time,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
18639-5,Date range (from/Through) described by plan,Cmplx,Pt,Psychiatric rehabilitation treatment plan,Set,,,,,
18640-3,Start date,TmStp,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
18641-1,Date.end,TmStp,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
18642-9,Date range,Cmplx,Enctr,Psychiatric rehabilitation treatment plan,Set,,,,,
18643-7,Start date,TmStp,Pt/Enctr,Hospitalization leading to psychiatric rehabilitation treatment,Qn,,,,,
18644-5,End date,TmStp,Pt/Enctr,Hospitalization leading to psychiatric rehabilitation treatment,Qn,,,,,
18645-2,Continuation status,Type,Pt,Psychiatric rehabilitation treatment plan,Ord,,C=CONTINUE;D=DISCONTINUE,,,
18646-0,Date attending MD referred patient for,TmStp,Pt,Psychiatric rehabilitation treatment,Qn,,,,,
18647-8,Date attending MD signed,TmStp,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
1864-8,Anserine,MCnc,Pt,CSF,Qn,,,,Anserine CSF-mCnc,
18648-6,Date rehabilitation professional signed,TmStp,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
18649-4,Signature of responsible attending physician on file,Arb,Pt,Psychiatric rehabilitation treatment plan,Ord,,,,,
18650-2,Signature of responsible rehabilitation professional on file,Arb,Pt,Psychiatric rehabilitation treatment plan,Ord,,,,,
18651-0,Medication administered,Cmplx,Pt,Psychiatric rehabilitation treatment,Set,,,,,
18652-8,Prognosis for rehabilitation,Imp,Pt,Psychiatric rehabilitation treatment plan,Ord,,1=POOR;2=GUARDED;3=FAIR;4=GOOD;5=EXCELLENT,,,
18653-6,Estimated date of completion,TmStp,Pt,Psychiatric rehabilitation treatment,Qn,,,,,
18654-4,Date of last plan of treatment certification,TmStp,Pt,Psychiatric rehabilitation treatment plan,Qn,,,,,
1865-5,Anserine,ACnc,Pt,Ser/Plas,Ord,,,,Anserine SerPl Ql,
18655-1,Past medical history+Level of function,Find,Pt,Psychiatric rehabilitation treatment plan,Nar,,,,,
18656-9,Assessment.initial,Find,Pt,Psychiatric rehabilitation treatment plan,Nar,,,,,
18657-7,Plan of treatment,Find,Pt,Psychiatric rehabilitation treatment plan,Nar,,,,,
18658-5,Progress note+Attainment of goals,Find,Pt,Psychiatric rehabilitation treatment,Nar,,,,,
18659-3,Reason to continue,Find,Pt,Psychiatric rehabilitation treatment plan,Nar,,,,,
18660-1,Justification,Find,Pt,Psychiatric rehabilitation treatment plan,Nar,,,,,
18661-9,Psychiatric symptoms,Find,Pt,Psychiatric rehabilitation treatment,Nar,,,,,
18662-7,Chief complaint+Reason for referral+Reason for relapse if known,Find,Pt,Alcohol-substance abuse rehabilitation treatment,Nar,,,,,
1866-3,Anserine,MCnc,Pt,Ser/Plas,Qn,,,,Anserine SerPl-mCnc,
18663-5,History of present alcohol and/Or substance abuse,Find,Pt,^Patient,Nar,,,,,
18664-3,Followup approach,Cmplx,Pt,Rehabilitation treatment plan,Set,,,,,
18665-0,Agency that will follow up,Prid,Pt,Alcohol-substance abuse rehabilitation treatment plan,Nom,,,,,
18666-8,Person that will follow up after,Prid,Pt,Alcohol-substance abuse rehabilitation treatment plan,Nom,,,,,
18667-6,Methodology for follow up,Txt,Pt,Alcohol-substance abuse rehabilitation treatment plan,Nar,,,,,
18668-4,Frequency of assessments for follow up,Num,Pt,Alcohol-substance abuse rehabilitation treatment plan,Qn,,,,,
18669-2,Level of patient participation,Txt,Pt,Rehabilitation treatment plan,Nom,,,,,
186-7,Ciprofloxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,,Ciprofloxacin Islt KB,
18670-0,Date of next planned rehabilitation treatment,Cmplx,Pt,Rehabilitation treatment plan,Set,,,,,
1867-1,Anserine,MCnc,Pt,Urine,Qn,,,,Anserine Ur-mCnc,
18671-8,Next plan of treatment,Txt,Pt,Psychiatric rehabilitation treatment plan,Nar,,,,,
18672-6,Alcohol/Drug abuse symptoms with physiological dependence indicator,Find,Pt,^Patient,Ord,,,,,
18673-4,Rehabilitation problem remission status,Prid,Pt,^Patient,Nom,,1=EARLY FULL REMISSION;2=EARLY PARTIAL REMISSION;3=SUSTAINED FULL REMISSION;4=SUSTAINED PARTIAL REMISSION,,,
18674-2,Longest period of sobriety for abused substance,Time,Pt,^Patient,Set,,,,,
18675-9,Substance abused,Type,Pt,^Patient,Nar,,,,,
18676-7,Longest period of sobriety,Time,Pt,^Patient,Qn,,DY=DAYS;MO=MONTHS;WK=WEEKS,,,
18677-5,Rehabilitation.service claims attachment,Cmplx,-,^Patient,Set,,,,,
18679-1,ED claims attachment,Cmplx,Enctr,^Patient,Set,,,,,
18682-5,Ambulance claims attachment,Cmplx,Enctr,^Patient,Set,,,,,
18684-1,Blood pressure,Cmplx,Enctr^frst,^Patient,Set,,,,,
18685-8,Blood pressure special circumstances,Type,Enctr^frst,^Patient,Nom,,777=NOT MEASURABLE\, BUT PULSE PALPABLE;888=NOT MEASURED;999=UNKNOWN,,,
18686-6,Respiration rate,Cmplx,Enctr^frst,^Patient,Set,,,,,
18687-4,Respiration rate special circumstances,Type,Enctr^frst,^Patient,Nom,,666=AGONAL RESPIRATIONS;777=RESPIRATORY ASSISTANCE WITH MANUAL OR MECHANICAL VENTILATION;888=NOT MEASURED;999=UNKNOWN,,,
18688-2,Body temperature,Cmplx,Enctr^frst,^Patient,Set,,,,,
1868-9,Antithrombin Ag,MCnc,Pt,PPP,Qn,Imm,,,AT III Ag PPP Imm-mCnc,
18689-0,Body temperature special circumstances,Type,Enctr^frst,^Patient,Nom,,8888=NOT MEASURED;9999=UNKNOWN,,,
18690-8,Body weight,Cmplx,Enctr^frst,^Patient,Set,,,,,
18692-4,Body weight special circumstances,Type,Enctr^frst,^Patient,Nom,,88888=NOT MEASURED;99999=UNKNOWN,,,
18693-2,ED consultant practitioner,Cmplx,Pt,Provider,Set,,,,,
18694-0,ED consultant practitioner name,Pn,Pt,Provider,Nom,,,,,
18695-7,ED clinical finding type,Type,Pt,^Patient,Nom,,,,,
18696-5,ED clinical finding,Find,Pt,^Patient,Nar,,,,,
1869-7,Apolipoprotein A-I,MCnc,Pt,Ser/Plas,Qn,,,,Apo A-I SerPl-mCnc,
18697-3,ED clinical finding data source,Type,Pt,^Patient,Nom,,1=PATIENT;2=PARAMEDIC/EMT;3=PARENT;4=SPOUSE/PARTNER;5=OTHER FAMILY MEMBER;6=CARETAKER;7=NURSE; 8=PHYSICIAN;9=ACQUAINTANCE;10=BYSTANDER;11=LAW ENFORCEMENT AGENCY;12=EXISTING MEDICAL RECORDS;88=OTHER SOURCE99=UNKNOWN SOURCE,,,
18698-1,ED clinical finding information,Cmplx,Pt,^Patient,Set,,,,,
18699-9,ED practitioner,Cmplx,Pt,Provider,Set,,,,,
18700-5,ED practitioner name,Pn,Pt,Provider,Nom,,,,,
18701-3,ED practitioner profession,Type,Pt,Provider,Nom,,,,,
18702-1,ED practitioner role,Type,Pt,Provider,Nom,,100=ED ATTENDING OR STAFF PHYSICIAN;120=NON-ED ATTENDING OR STAFF PHYSICIAN;130=NON-ED RESIDENT;200=REGISTERED NURSE;210=NURSE PRACTITIONER;220=ATTENDING NURSE PRACTITIONER;230=OTHER ADVANCED PRACTICAL NURSE;240=LICENSED PRACTICAL NURSE OR,,,
18703-9,ED diagnostic procedure results,Cmplx,Pt,^Patient,Set,,,,,
18704-7,ED referring practitioner,Cmplx,Pt,Provider,Set,,,,,
1870-5,Apolipoprotein A-II,MCnc,Pt,Ser/Plas,Qn,,,,Apo A-II SerPl-mCnc,
18705-4,ED referring practitioner name,Pn,Pt,Provider,Nom,,,,,
18706-2,ED referring practitioner ID,ID,Pt,Provider,Nom,,,,,
18707-0,ED referring practitioner profession,Type,Pt,Provider,Nom,,,,,
18708-8,Heart beat,Cmplx,Enctr^frst,Arterial system,Set,,,,,
18709-6,Heart beat special circumstances,Type,Enctr^frst,^Patient,Nom,,888=NOT MEASURED;999=UNKNOWN,,,
18710-4,Primary practitioner,Cmplx,Pt,Provider,Set,,,,,
18711-2,Primary practitioner name,Pn,Pt,Provider,Nom,,,,,
1871-3,Apolipoprotein B-100,MCnc,Pt,Ser/Plas,Qn,,,,Apo B100 SerPl-mCnc,
18716-1,Allergy studies,Cmplx,-,^Patient,Set,,,,,
18717-9,Blood bank studies,Cmplx,-,^Patient,Set,,,,,
18718-7,Cell marker studies,Cmplx,-,^Patient,Set,,,,,
18719-5,Chemistry studies,Cmplx,-,^Patient,Set,,,,,
18720-3,Coagulation studies,Cmplx,-,^Patient,Set,,,,,
1872-1,Apolipoprotein B-150,MCnc,Pt,Ser/Plas,Qn,,,,Apo B150 SerPl-mCnc,
18721-1,Therapeutic drug monitoring studies,Cmplx,-,^Patient,Set,,,,,
18722-9,Fertility studies,Cmplx,-,^Patient,Set,,,,,
18723-7,Hematology studies,Cmplx,-,^Patient,Set,,,,,
18724-5,HLA studies,Cmplx,-,^Patient,Set,,,,,
18725-2,Microbiology studies,Cmplx,-,^Patient,Set,,,,,
18726-0,Radiology studies,Cmplx,-,^Patient,Set,,,,,
18727-8,Serology studies,Cmplx,-,^Patient,Set,,,,,
18728-6,Toxicology studies,Cmplx,-,^Patient,Set,,,,,
18729-4,Urinalysis studies,Cmplx,-,^Patient,Set,,,,,
18730-2,Author ID,ID,Pt,Psychiatric rehabilitation treatment plan,Nom,,,,,
18733-6,Subsequent evaluation note,Find,Pt,{Setting},Doc,Attending physician,,,,
